event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,female,Chelsea Freier,52.70,29,32,34,39,43,45,34,45,79,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,female,Rachel Mcclure,57.40,36,39,-42,46,49,51,39,51,90,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,female,Abbey Hughes,67.50,51,55,-57,62,66,69,55,69,124,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,female,Deborah Acason,92.10,100,104,107,123,-128,-128,107,123,230,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,female,Susan Schirmer,97.80,40,45,47,55,58,62,47,62,109,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,female,Nataya Williams,79.30,26,29,31,35,39,41,31,41,72,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,female,Joanne Brooker-Clark,69.60,40,42,-45,50,55,57,42,57,99,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,female,Bronwyn Hitchener,75.50,55,59,-62,68,71,74,59,74,133,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,female,Rachael Mackenzie,80.20,50,55,60,67,72,77,60,77,137,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,David Hockins,61.60,85,-90,90,102,107,111,90,111,201,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Jed Roberts,63.50,49,52,-54,57,61,64,52,64,116,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Ben Robinson,64.80,25,28,-30,30,34,36,28,36,64,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Benjamin Shaw,76.60,112,116,120,140,-145,-145,120,140,260,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Jethro Norman,75.50,60,-62,62,70,75,80,62,80,142,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Aaron Werth,72.50,45,-50,50,60,65,70,50,70,120,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Nicklaus Trost,70.50,40,45,-47,45,-50,-50,45,45,90,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Bowen Stuart,84.40,90,95,-100,110,115,120,95,120,215,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Adam Hoyes,87.10,77,81,84,106,-111,111,84,111,195,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Brent Vaughan,90.00,76,-81,-81,-101,101,-106,76,101,177,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Aden Creed,89.10,-76,76,-80,-95,95,100,76,100,176,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Joshua Acason,93.00,49,51,53,63,67,-70,53,67,120,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Jace Russell,86.40,34,37,39,45,50,-52,39,50,89,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Andrew Taylor,101.20,85,89,-92,110,115,120,89,120,209,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Samuel Little,104.80,74,77,79,86,90,92,79,92,171,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Lawson Dingle,95.50,60,65,70,90,95,100,70,100,170,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Matthew Mcdonald,75.20,60,65,70,90,-95,95,70,95,165,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Chris Kassulke,81.70,50,55,57,80,85,87,57,87,144,AUS
JME Qld Club Challenge Round 4 – Toowoomba,2014-11-08,male,Ian Brooker-Clark,118.60,60,65,70,80,85,-90,70,85,155,AUS
