event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
WWA State U15/U17 Championships & Open,2019-07-28,female,Ciara Quinsee,40.30,28,-29,-29,32,35,38,28,38,66,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Georgia Newick,43.30,-15,15,16,18,20,21,16,21,37,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Charlee Hodges,25.95,8,10,12,13,15,17,12,17,29,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Lily Dawson,31.80,8,10,11,11,-13,14,11,14,25,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Chloe Wright,31.60,-8,8,-9,10,11,12,8,12,20,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Anja Steidl,47.90,36,39,-41,50,53,-56,39,53,92,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Gabrielle Mclean,47.50,32,-35,-36,45,-48,-48,32,45,77,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Ruby Wilson,54.10,17,-19,19,21,23,27,19,27,46,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Rebecca O’donnell,57.95,58,61,63,73,76,78,63,78,141,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Kristy Barr,55.85,50,53,-55,65,68,70,53,70,123,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Charlotte Saxton,58.95,36,40,42,43,47,50,42,50,92,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Renee Hogan,63.20,55,60,63,-85,-85,85,63,85,148,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Joanna Harmer,63.80,48,50,-52,-65,65,-68,50,65,115,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Sharni Quinsee,62.30,33,35,38,48,52,56,38,56,94,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Simone Le Dilly,62.65,38,-40,-40,50,53,55,38,55,93,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Alicia Jokic,65.40,52,55,58,65,-70,70,58,70,128,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Natasha Bernard,67.00,48,52,-54,68,72,-75,52,72,124,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Tanaya Quinsee,68.50,50,51,-53,60,-64,65,51,65,116,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Ruby Carwardine,72.40,68,71,-73,-90,-90,90,71,90,161,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Ashton Hoover,73.45,42,44,45,53,55,58,45,58,103,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Mia Southam,76.00,41,43,-45,56,-60,-60,43,56,99,AUS
WWA State U15/U17 Championships & Open,2019-07-28,female,Tara Pratt,82.00,-80,80,83,105,-108,-110,83,105,188,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Jacob Stanesby,30.95,21,23,26,27,29,31,26,31,57,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Emidio Pileggi,27.90,17,19,20,22,24,26,20,26,46,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Jed Stanley,36.60,-17,18,-20,22,-24,-24,18,22,40,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Mac Stanley,37.25,12,13,-14,16,18,19,13,19,32,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Tadhg Harmer,19.50,5,6,-7,-7,7,8,6,8,14,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Lachlan Turton,59.25,40,45,-48,56,60,62,45,62,107,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Benjamin La Cunza-Watson,66.10,50,53,55,68,72,75,55,75,130,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Christopher Moore,71.00,95,100,107,125,130,-135,107,130,237,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Stefan Kiddis,68.55,28,30,-33,33,36,-38,30,36,66,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Chris Parfitt,80.45,107,-113,-117,140,148,-151,107,148,255,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Daniel Kural,80.45,88,92,-95,112,-116,116,92,116,208,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Oliver Saxton,75.45,85,90,-95,105,-110,110,90,110,200,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,William Forward,74.30,65,68,71,83,87,-90,71,87,158,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Jett Hoover,74.90,37,40,45,51,54,-57,45,54,99,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Adam Mcwhinnie,76.80,30,35,-37,40,-45,45,35,45,80,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Mark Fettuccia,87.85,100,105,-110,130,135,140,105,140,245,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Phil Gallen,88.20,87,95,-102,115,123,-128,95,123,218,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Samu Banyai,93.00,110,114,-117,-127,130,131,114,131,245,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Daniel Kraljevich,100.00,90,97,102,110,115,120,102,120,222,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Samuel Tate,96.55,50,-55,60,-75,80,85,60,85,145,AUS
WWA State U15/U17 Championships & Open,2019-07-28,male,Antony Usmar,124.45,135,-140,140,173,180,-184,140,180,320,AUS
