event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
IWF Junior World Championships,2019-06-01,female,Sabah Chamoun,63.75,-76,76,-81,100,103,-106,76,103,179,AUS
IWF Junior World Championships,2019-06-01,male,Ben Ward,91.60,133,-138,-140,160,167,-170,133,167,300,AUS
