event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Taylor Ryan,52.65,55,57,59,74,77,-78,59,77,136,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Mary Barter,51.20,50,54,-57,68,72,-75,54,72,126,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Alicia Spencer,51.60,43,45,-50,63,-67,67,45,67,112,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Jessica Lai,57.75,72,75,77,82,85,87,77,87,164,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Char Stark,53.55,40,-45,-49,55,-60,-60,40,55,95,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Alana Evans,53.25,22,24,26,34,37,40,26,40,66,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Tia-Clair Orr,59.20,64,68,72,83,87,91,72,91,163,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Darcia Ondrovcik,60.50,48,52,55,73,77,80,55,80,135,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Nadine Newbery,61.95,55,58,61,67,70,72,61,72,133,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Samara Leamon,61.10,53,57,-61,64,68,-72,57,68,125,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Laila Estreich,62.80,-47,47,-51,57,60,63,47,63,110,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Lisa Polowyj,59.45,35,-38,38,-52,-52,52,38,52,90,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Jojo Carmody,61.70,35,38,-40,45,49,52,38,52,90,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Ana Rey,58.40,33,35,37,-49,49,51,37,51,88,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Georgia Gaffney,58.25,30,34,-38,40,44,50,34,50,84,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Ella Jones,59.80,33,36,38,41,-45,45,38,45,83,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Laura Rey,62.00,33,-35,-35,44,47,-49,33,47,80,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Ebony Gorincu,67.15,54,58,-61,70,74,78,58,78,136,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Emma Zawila,64.80,41,45,48,60,64,66,48,66,114,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Laetitia Grice,63.30,45,47,-49,57,-59,-59,47,57,104,AUS
QWA League Round 3 & Masters League Round 3,2014-06-28,female,Samantha Downs,66.00,34,38,42,46,50,54,42,54,96,AUS
