event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
VWA Open,2014-05-17,female,Belinda Robb,58.00,-53,-55,-55,,,,0,0,0,AUS
VWA Open,2014-05-17,female,Clare Cherry,72.75,67,70,72,87,90,92,72,92,164,AUS
VWA Open,2014-05-17,female,Julia Lapworth,65.05,-50,50,53,60,65,-70,53,65,118,AUS
VWA Open,2014-05-17,male,Jayden Dakdouk,62.30,60,-65,65,77,-83,-83,65,77,142,AUS
VWA Open,2014-05-17,male,Nicholas Chatgoglou,68.15,38,42,-45,57,62,-66,42,62,104,AUS
VWA Open,2014-05-17,male,Adam Ciancio,75.95,88,93,95,112,-120,-120,95,112,207,AUS
VWA Open,2014-05-17,male,Arunraj Kumaran,72.25,65,70,-73,85,-90,90,70,90,160,AUS
VWA Open,2014-05-17,male,Liam Larkins,83.95,120,125,127,147,152,155,127,155,282,AUS
VWA Open,2014-05-17,male,Rafael Marini,84.95,87,90,-95,115,119,-125,90,119,209,AUS
VWA Open,2014-05-17,male,Asher Reichman,84.05,80,-85,85,110,115,-120,85,115,200,AUS
VWA Open,2014-05-17,male,Andrew Sandbach,79.15,75,-80,-80,-95,95,100,75,100,175,AUS
VWA Open,2014-05-17,male,Tom Webster,78.50,65,70,73,85,90,95,73,95,168,AUS
VWA Open,2014-05-17,male,Albert Ozdil,89.20,70,75,80,110,120,-125,80,120,200,AUS
VWA Open,2014-05-17,male,Bryce Morgan,92.80,68,-73,73,85,-90,-90,73,85,158,AUS
VWA Open,2014-05-17,male,Jay Saddington,85.10,60,65,70,77,-83,-83,70,77,147,AUS
VWA Open,2014-05-17,male,Beau Hiram,91.00,-92,-92,-92,,,,0,0,0,AUS
VWA Open,2014-05-17,male,Luke Stone,94.00,105,-110,-110,,,,105,0,0,AUS
VWA Open,2014-05-17,male,Grant Savari,99.95,90,95,100,115,120,-125,100,120,220,AUS
VWA Open,2014-05-17,male,Daniel Werts,96.40,87,91,-95,112,117,-120,91,117,208,AUS
VWA Open,2014-05-17,male,Raymond Butler,100.35,85,88,90,95,102,-107,90,102,192,AUS
VWA Open,2014-05-17,male,Daniel Bailey,102.45,-110,-112,-112,126,131,-134,0,131,0,AUS
VWA Open,2014-05-17,male,Gordon Laurie,109.00,140,145,147,160,167,171,147,171,318,AUS
VWA Open,2014-05-17,male,Callum Reddiex,110.15,-75,-75,75,-95,95,-100,75,95,170,AUS
VWA Open,2014-05-17,male,Matthew Scott,117.10,115,-120,-120,-155,-155,,115,0,0,AUS
VWA Open,2014-05-17,male,Goran Vukojevic,76.10,70,73,75,90,-95,-95,75,90,165,AUS
VWA Open,2014-05-17,male,Armando Miotti,91.30,107,112,-115,130,140,-144,112,140,252,AUS
