event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
NT Open and Masters Competition,2021-12-05,female,Emily Tjung,48.18,-40,42,45,50,53,56,45,56,101
NT Open and Masters Competition,2021-12-05,female,Sonja Kerr,57.15,49,51,53,72,74,76,53,76,129
NT Open and Masters Competition,2021-12-05,female,Valentina Cecchi,63.50,40,43,46,68,70,73,46,73,119
NT Open and Masters Competition,2021-12-05,female,Kylah Morrell,61.50,40,43,46,48,51,-53,46,51,97
NT Open and Masters Competition,2021-12-05,female,Manisha Patodia,59.24,37,40,42,50,54,-56,42,54,96
NT Open and Masters Competition,2021-12-05,female,Jessica Cussen,64.70,50,52,55,60,65,-70,55,65,120
NT Open and Masters Competition,2021-12-05,female,Emily Sharp,70.00,50,52,55,60,-65,-70,55,60,115
NT Open and Masters Competition,2021-12-05,male,Lincoln Hanson,71.55,78,82,-85,95,100,105,82,105,187
NT Open and Masters Competition,2021-12-05,male,Emmanuel Hourdas,67.20,45,50,54,-58,60,-63,54,60,114
NT Open and Masters Competition,2021-12-05,male,Shane Tan,86.15,68,71,75,81,86,91,75,91,166
NT Open and Masters Competition,2021-12-05,male,Sean Parkes,88.90,65,68,70,77,80,83,70,83,153
NT Open and Masters Competition,2021-12-05,male,Jeremy Wong,93.40,90,95,100,110,115,-120,100,115,215
NT Open and Masters Competition,2021-12-05,male,Justin Coe,95.95,97,102,0,-138,-138,0,102,0,0
NT Open and Masters Competition,2021-12-05,male,Owen Griggs,104.00,70,74,-77,82,85,90,74,90,164
