event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
World Junior Championship,2012-05-10,male,Matthew Munns,68.77,96,100,-104,116,-120,-120,96,116,212,AUS
