event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,female,Vivian Lee,49.95,64,68,-72,85,89,91,68,91,159,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,female,Socheata Be,53.80,64,68,73,85,90,-92,73,90,163,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,female,Alexandra Martin,53.65,37,39,-41,46,-49,-50,39,46,85,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,female,Emma Hayden,56.70,23,25,-27,30,33,35,25,35,60,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,female,Jessica Partridge,62.50,47,50,-53,-68,68,-71,50,68,118,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,female,Sara Kersten-Murphy,67.20,52,-55,-55,70,-74,-74,52,70,122,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,female,Hannah Savige,64.45,45,50,-52,58,61,65,50,65,115,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,female,Miranda Hoare,68.00,50,-53,53,52,55,58,53,58,111,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,female,Jessica Parsons,71.90,33,-36,37,43,47,-51,37,47,84,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,female,Kate Linford,111.20,65,69,73,92,-96,96,73,96,169,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,female,Marie Papak,86.85,-55,55,-58,65,70,73,55,73,128,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,female,Elaine Janes,61.40,23,25,-26,33,34,35,25,35,60,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Samuel Reichler,58.30,50,-53,53,60,63,65,53,65,118,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Wei-Jien Tan,67.05,92,96,-100,107,-113,-113,96,107,203,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Jason Gevrekos,67.85,78,81,84,96,100,-104,84,100,184,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Adam Sennett,67.10,60,64,66,71,-77,77,66,77,143,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Dylan Sorensen,75.05,80,85,-90,-110,-110,-113,85,0,0,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Steve Mcconnell,80.75,108,-113,113,130,-135,135,113,135,248,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,John Cichello,84.80,90,-93,-93,-112,114,118,90,118,208,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Trent Jones,84.65,85,-90,90,115,-120,-120,90,115,205,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Jared Tyler,83.30,80,85,-88,95,-100,-100,85,95,180,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Christopher Reichler,82.80,35,40,-43,45,46,50,40,50,90,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,James Parry,92.70,100,105,-108,127,-132,-132,105,127,232,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Scott Norman,89.70,-100,100,-103,115,121,-125,100,121,221,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Peyman Imani,85.50,78,-82,-82,95,-100,-100,78,95,173,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Josh West,92.25,68,71,-74,85,-88,90,71,90,161,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Joshua Quinn,107.05,100,110,115,125,135,145,115,145,260,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Paul Allen,83.20,72,77,-80,95,100,103,77,103,180,AUS
HWC Alby Dutton Memorial- Open to all Lifters,2012-07-14,male,Frank Parsons,87.00,45,47,-50,65,68,,47,68,115,AUS
