event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
NTWA Open and Masters Competition,2019-09-08,female,Deijah Tabora,33.02,11,12,13,12,14,15,13,15,28,AUS
NTWA Open and Masters Competition,2019-09-08,female,Temika Tabora,49.98,16,18,19,17,19,20,19,20,39,AUS
NTWA Open and Masters Competition,2019-09-08,female,Kelly Giblin,57.52,-42,-44,44,60,63,65,44,65,109,AUS
NTWA Open and Masters Competition,2019-09-08,female,Elise Lichos,57.80,36,-38,38,46,-48,-48,38,46,84,AUS
NTWA Open and Masters Competition,2019-09-08,female,Michaela Wright,68.80,56,60,64,70,-74,74,64,74,138,AUS
NTWA Open and Masters Competition,2019-09-08,male,Cary Shoyer,43.50,15,17,-18,16,18,20,17,20,37,AUS
NTWA Open and Masters Competition,2019-09-08,male,Luis Maddalozzo,44.92,10,11,12,11,12,13,12,13,25,AUS
NTWA Open and Masters Competition,2019-09-08,male,Carl Aleta,64.65,50,52,53,60,63,66,53,66,119,AUS
NTWA Open and Masters Competition,2019-09-08,male,Jeremy Wong,88.80,-70,70,-77,80,-86,-86,70,80,150,AUS
NTWA Open and Masters Competition,2019-09-08,male,Joshua Barkley,98.15,43,50,56,65,-75,75,56,75,131,AUS
