event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Monique Booth,43.15,18,21,-23,21,24,26,21,26,47,AUS
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Indiana Lee,46.00,16,18,20,22,25,27,20,27,47,AUS
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Shani Gilpin,50.65,-35,35,38,55,58,-61,38,58,96,AUS
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Charrae Myers,57.15,-57,57,-60,69,-73,-73,57,69,126,AUS
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Odette Carpenter,57.45,50,53,55,60,65,-70,55,65,120,AUS
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Tracey Webster,62.10,30,32,35,47,49,52,35,52,87,AUS
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Haylee Walker,58.90,33,36,-38,42,45,47,36,47,83,AUS
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Abbey Boon,68.55,13,15,17,16,19,-21,17,19,36,AUS
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Camilla Fogagnolo,72.70,80,83,-86,105,-110,-110,83,105,188,AUS
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Georgie Cure,69.40,45,50,-52,60,65,70,50,70,120,AUS
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Telyshia Jones,73.20,48,-51,-51,59,62,63,48,63,111,AUS
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Beth Butt,69.60,38,41,44,50,55,-58,44,55,99,AUS
Tasmania U15/U17 Championships & Presidents Cup Rd 3,2015-05-16,female,Michelle Wootton,90.80,46,47,-50,63,68,71,47,71,118,AUS
