event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Milton Open Club Competition,2013-10-27,female,Ana Rey,57.55,-33,33,35,45,48,-51,35,48,83,AUS
Milton Open Club Competition,2013-10-27,female,Kara Deane-Freeman,55.20,32,-34,-34,35,36,39,32,39,71,AUS
Milton Open Club Competition,2013-10-27,female,Teesha Grice,61.85,37,39,41,40,43,-45,41,43,84,AUS
Milton Open Club Competition,2013-10-27,female,Laura Rey,66.60,37,-39,-39,49,-53,-53,37,49,86,AUS
Milton Open Club Competition,2013-10-27,female,Kylie Smith,70.15,30,-33,-33,38,40,-41,30,40,70,AUS
Milton Open Club Competition,2013-10-27,female,Elena Escalante,70.80,23,25,-26,27,30,32,25,32,57,AUS
Milton Open Club Competition,2013-10-27,female,Wendy Pakchung,58.00,23,24,25,32,33,-34,25,33,58,AUS
Milton Open Club Competition,2013-10-27,female,Constance Beckingham,75.70,25,-27,28,34,36,-39,28,36,64,AUS
Milton Open Club Competition,2013-10-27,male,Lachlan Colledge,35.00,16,18,-19,20,22,-24,18,22,40,AUS
Milton Open Club Competition,2013-10-27,male,James Pakchung,77.00,97,-101,-102,120,-122,-122,97,120,217,AUS
Milton Open Club Competition,2013-10-27,male,Matt Harvey,74.00,50,55,-60,60,67,-70,55,67,122,AUS
Milton Open Club Competition,2013-10-27,male,Jim Harris,72.60,-35,36,-38,42,45,48,36,48,84,AUS
Milton Open Club Competition,2013-10-27,male,Jonathan Pakchung,76.90,110,-115,-115,-135,-135,-135,110,0,0,AUS
Milton Open Club Competition,2013-10-27,male,Bobby Sal,79.10,68,-72,75,85,93,-96,75,93,168,AUS
Milton Open Club Competition,2013-10-27,male,Tim Redhead,100.50,50,57,60,67,-75,-75,60,67,127,AUS
