event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Mary Barter,48.00,57,-60,60,72,-76,76,60,76,136,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Krystal Andrews,46.95,30,32,-34,40,44,47,32,47,79,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Anika Wilson,51.45,-28,-28,-28,32,34,-37,0,34,0,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Tia-Clair Orr,57.95,74,78,81,93,97,100,81,100,181,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Erika Yamasaki,54.45,78,-81,-81,90,,,78,90,168,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Jessica Coleman,57.55,45,-48,48,60,65,70,48,70,118,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Kiara Gemmell,55.95,-45,45,48,55,58,60,48,60,108,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,April Rustichelli,55.90,42,43,45,56,58,-60,45,58,103,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Michelle Dean,57.30,25,28,30,35,37,39,30,39,69,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Melissa Robinson,62.60,62,66,-68,80,84,88,66,88,154,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Paige Kimmince,62.00,54,58,-61,68,-72,72,58,72,130,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Rebecca Jakubovsky,60.55,51,-53,53,68,70,-72,53,70,123,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Laila Estreich,63.00,50,52,-54,60,63,-66,52,63,115,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Samantha Downs,62.15,46,49,-51,62,65,-67,49,65,114,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Alana Evans,62.20,35,38,41,52,-56,-56,41,52,93,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Leanne Thomas,67.05,45,48,51,65,68,71,51,71,122,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Kim Hanssen,67.95,47,-51,51,-65,65,-68,51,65,116,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Kiera Buchanan,64.60,47,-50,50,-65,65,-68,50,65,115,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Hannah Baxter,65.95,40,44,46,60,64,-68,46,64,110,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Natasha Coombridge,68.65,44,48,-52,55,60,-64,48,60,108,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Sarah Hannay,67.70,42,44,-46,57,59,-61,44,59,103,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Louise Burns,68.35,38,41,-43,44,48,51,41,51,92,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Celeste Carson,65.65,35,40,43,45,48,-52,43,48,91,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Jocelyn Kinny,64.50,27,30,33,35,38,40,33,40,73,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Erin Georgeson,73.90,66,69,-72,85,89,92,69,92,161,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Jen Davis,74.80,60,-62,63,-78,78,81,63,81,144,AUS
Uesaka Barbell Australia QWA League Round 4 & Masters League Round 4,2015-09-26,female,Annie Brown,70.55,58,60,-63,68,72,74,60,74,134,AUS
