event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Anika Wilson,51.90,25,28,31,28,31,33,31,33,64,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Michelle Dean,58.00,28,30,33,-38,38,41,33,41,74,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Laila Estreich,63.90,50,52,-54,60,-63,-63,52,60,112,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Sarah Hannay,67.95,41,43,45,58,60,62,45,62,107,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Jocelyn Kinny,66.05,28,31,34,42,44,46,34,46,80,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Jen Davis,74.65,-65,67,-70,80,85,88,67,88,155,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Sharne Booth-Ford,70.25,25,30,33,35,40,42,33,42,75,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Bronwyn Dunne,85.45,49,52,55,68,72,75,55,75,130,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Cassandra Field,94.85,20,23,25,30,33,36,25,36,61,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Ellen Willis,56.95,38,40,-42,51,53,55,40,55,95,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Leandra Miscamble,70.15,30,32,-34,46,48,-50,32,48,80,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Althea Mackie,71.15,42,44,-46,57,60,-62,44,60,104,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,female,Rawena Tairi,87.85,35,36,37,-48,-49,49,37,49,86,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,male,Cooper Wilson,55.00,60,63,64,80,84,-87,64,84,148,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,male,Balin Beister,43.80,16,17,18,17,19,21,18,21,39,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,male,Brandon Wakeling,69.60,55,-62,65,70,75,80,65,80,145,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,male,Beau Garrett,84.75,100,108,112,130,136,140,112,140,252,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,male,Matthew Warren,80.30,95,-100,100,115,-120,120,100,120,220,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,male,Zac Clarkson,93.90,72,-76,-81,-93,-98,-98,72,0,0,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,male,Sharn Slade,100.75,103,108,-111,125,130,-135,108,130,238,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,male,Marcus Lewis,119.85,109,-113,113,-137,137,142,113,142,255,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2015-10-30,male,Callum Hannay,78.70,-74,74,-81,95,-100,,74,95,169,AUS
