event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,female,Tani Beister,60.10,32,35,37,35,40,45,37,45,82,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,female,Laila Estreich,62.60,25,29,32,34,37,40,32,40,72,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,female,Keya Woodland,69.00,50,54,-57,70,75,77,54,77,131,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,female,Sarah Hannay,63.40,30,32,33,40,45,-47,33,45,78,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,female,Tiarne Sparkes,69.90,47,50,53,67,-70,70,53,70,123,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,female,Carolyn Smith,70.00,38,41,-44,56,59,62,41,62,103,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,female,Michelle Davison,61.40,38,43,45,50,55,58,45,58,103,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,female,Ellen Willis,65.00,32,35,38,42,45,48,38,48,86,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,female,Ruth Jones,67.90,25,28,-31,35,38,41,28,41,69,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,female,Althea Mackie,85.20,30,33,36,40,43,46,36,46,82,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,male,Callum Hannay,73.60,60,-63,-63,75,-78,80,60,80,140,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,male,Joshua Lowe,83.20,-55,-55,55,70,71,73,55,73,128,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,male,Caleb Sullivan,92.00,80,-85,85,110,-115,-115,85,110,195,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,male,Daniel Gillen,95.60,45,50,55,65,71,77,55,77,132,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,male,Michael Miller,59.90,-38,38,44,48,52,55,44,55,99,AUS
JME Queensland Club Challenge Round 2 – Gold Coast,2013-06-01,male,Neil Mcintosh,106.90,55,60,65,-70,70,81,65,81,146,AUS
