event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Australian & Oceania Masters Championships,2018-05-25,female,Denese Billings,43.02,31,33,-34,41,-43,43,33,43,76,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Karuna Hoole,47.44,37,40,42,53,57,60,42,60,102,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Ella Coppelia Mason,47.32,38,-41,41,50,-54,54,41,54,95,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Mary Macken,47.91,35,37,40,40,-45,45,40,45,85,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Zoe Stolton,47.32,26,29,-34,39,42,45,29,45,74,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Annette Willmott,47.75,30,-32,-32,41,43,-45,30,43,73,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Alison Mcdonald,45.23,22,-24,24,22,-26,-26,24,22,46,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Lyndsay Cunningham,46.66,26,28,-30,-32,-32,-32,28,0,0,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Tara Noonan,52.99,54,58,-62,67,71,-73,58,71,129,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Monika Endres,52.69,54,-56,56,68,-71,71,56,71,127,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Rachel Nicola,52.45,47,50,-53,75,-78,-78,50,75,125,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Vanessa Lawgun,52.72,42,45,48,60,63,-66,48,63,111,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Laura Mittenthal,51.13,35,37,38,52,54,56,38,56,94,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Kim Walker,50.65,36,39,-42,51,54,-56,39,54,93,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Linda Kyritsis,52.55,37,-42,-45,55,-60,-60,37,55,92,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Alicia Burkett,51.80,35,-38,-38,43,46,48,35,48,83,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Michelle Butler,54.01,30,33,-35,40,44,-47,33,44,77,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Bernadette Kinnane,51.20,32,-34,-34,42,44,-46,32,44,76,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Junko Matsuzaki,51.49,23,24,-25,38,-41,41,24,41,65,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Julie Davis,52.06,25,-26,26,35,36,37,26,37,63,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Colleen Duplock,52.11,26,-28,-28,32,-34,-34,26,32,58,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Melissa Hanson,51.91,-41,-41,-41,,,,0,0,0,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Natasha Cranmer,56.83,-65,-65,65,78,81,83,65,83,148,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Bonnie Grylls-Graham,57.77,59,62,-64,-74,74,-77,62,74,136,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Rebecca Jakubovsky,57.39,57,60,-62,74,-76,-78,60,74,134,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Odette Smith,56.49,54,-57,57,67,-71,-74,57,67,124,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Diana Loy,58.98,45,50,52,65,68,-71,52,68,120,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Alison Moore,57.88,32,35,37,-42,42,-45,37,42,79,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Kate Mcrae Stewart,60.79,-64,-64,64,82,85,88,64,88,152,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Claire Coate,61.05,-62,62,65,78,81,83,65,83,148,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Sharon Mccauley,60.36,60,-62,64,72,76,80,64,80,144,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Paule Poulin,62.10,55,58,-60,74,77,-80,58,77,135,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Toni Lane,60.20,-58,58,60,74,-77,-80,60,74,134,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Carlene Portela,60.19,45,-50,50,60,63,65,50,65,115,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Fiona Redhead,62.17,-49,49,-51,-66,66,-68,49,66,115,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Jennifer Williams,62.01,46,51,-54,58,63,-67,51,63,114,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Marie Dawson,60.12,42,44,46,62,-64,-64,46,62,108,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Katja Jensen,61.77,40,42,-44,60,62,65,42,65,107,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Ong Ling,61.29,-45,46,-48,58,60,-62,46,60,106,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Michelle Willetts,60.77,36,38,-40,48,51,53,38,53,91,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Coral Quinell,62.44,-34,35,37,43,45,-47,37,45,82,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Michelle Kinnane,60.50,-31,31,-33,41,43,45,31,45,76,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Wendy Pakchung,60.91,25,-26,26,36,38,-40,26,38,64,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Elaine Janes,61.65,21,22,23,25,-27,27,23,27,50,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Lynda Edwards,65.19,-72,-72,72,85,88,-90,72,88,160,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Vanessa Kerr,67.54,55,-58,58,75,80,84,58,84,142,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Marianna Toller,65.50,-59,59,63,73,76,-78,63,76,139,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Julia Bristowe,67.65,47,51,55,62,68,72,55,72,127,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Fiona Norton,68.89,45,48,-51,65,68,70,48,70,118,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Suzanne Clark,65.98,45,-49,49,55,58,61,49,61,110,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Lisa Mcgavern,66.78,37,41,44,47,53,58,44,58,102,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Sue Cox,67.72,-41,-41,41,48,50,-52,41,50,91,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Lay Sang Tan,67.67,35,38,-41,45,48,51,38,51,89,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Cathy Mason,64.79,24,26,-27,32,34,-35,26,34,60,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Mary Pekin,66.22,23,25,-27,27,30,-33,25,30,55,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Brooke Morrison,68.43,42,-44,-44,-61,-61,-61,42,0,0,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Rachael Robinson,73.40,63,-67,67,82,86,89,67,89,156,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Meagan Wellby,71.95,60,63,-65,80,84,-87,63,84,147,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Sherri Stephen,72.85,55,60,-65,70,75,-80,60,75,135,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Phillippa Gunter,74.94,60,-64,-64,68,-71,74,60,74,134,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Jessica Greenland,72.85,58,-60,-62,70,-75,75,58,75,133,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Andrea Arnold,72.25,50,54,56,65,68,75,56,75,131,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Jacinta Keating,72.80,43,46,-50,57,61,65,46,65,111,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Janna Jansen,75.00,40,43,-47,60,-64,65,43,65,108,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Phillipa Fischer,73.05,42,45,-47,52,54,57,45,57,102,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Kirsten Walker,71.40,42,45,47,-53,53,-56,47,53,100,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Sue Rennett,73.85,38,40,42,55,-59,-59,42,55,97,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Sandra Branson,73.30,35,37,40,46,49,51,40,51,91,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Grace Morrison,73.05,37,40,-42,47,50,-52,40,50,90,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Leandra Miscamble,72.22,31,33,34,45,47,49,34,49,83,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Storm Falconer,73.40,52,-57,-58,-66,-66,-66,52,0,0,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Linda Eades,78.35,40,43,46,55,58,-61,46,58,104,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Nicole Swanson,77.50,42,45,47,-53,53,-57,47,53,100,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Lynette Gotts,80.40,33,36,-38,48,50,-52,36,50,86,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Coral Fernandez,76.35,33,35,37,43,45,-50,37,45,82,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Leora Yates,81.70,74,77,-80,95,98,-100,77,98,175,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Danielle Waller,85.45,45,50,52,58,63,66,52,66,118,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Margaret Webb,83.50,-52,52,54,56,-58,58,54,58,112,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Althea Mackie,84.55,43,46,48,58,61,63,48,63,111,AUS
Australian & Oceania Masters Championships,2018-05-25,female,Selueni Ormsby,84.70,42,46,-48,55,58,60,46,60,106,AUS
