event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
States Masters & WWA Open,2018-03-18,female,Charlotte Saxton,51.30,32,-35,36,37,42,-45,36,42,78,AUS
States Masters & WWA Open,2018-03-18,female,Ruby Carwardine,68.20,49,53,-56,66,69,73,53,73,126,AUS
States Masters & WWA Open,2018-03-18,female,Felicity Mortley,69.80,35,38,-40,50,54,56,38,56,94,AUS
States Masters & WWA Open,2018-03-18,female,Amanda Foley,67.50,25,30,-33,35,40,-45,30,40,70,AUS
States Masters & WWA Open,2018-03-18,female,Crystal Oliver,74.10,46,50,53,-64,64,67,53,67,120,AUS
States Masters & WWA Open,2018-03-18,female,Mia Maoate-Latimer,74.30,48,50,52,60,62,64,52,64,116,AUS
States Masters & WWA Open,2018-03-18,female,Storm Falconer,72.30,47,-52,52,63,66,69,52,69,121,AUS
States Masters & WWA Open,2018-03-18,female,Grace Morrison,73.25,35,38,40,44,47,-50,40,47,87,AUS
States Masters & WWA Open,2018-03-18,female,Sarah Lester,80.40,25,29,-32,32,35,39,29,39,68,AUS
States Masters & WWA Open,2018-03-18,male,Lachlan Turton,45.15,28,31,-33,39,42,44,31,44,75,AUS
States Masters & WWA Open,2018-03-18,male,William Burrell,42.65,20,23,25,28,32,-35,25,32,57,AUS
States Masters & WWA Open,2018-03-18,male,Oliver Saxton,65.00,60,65,-70,73,78,83,65,83,148,AUS
States Masters & WWA Open,2018-03-18,male,William Saxton,76.85,100,105,107,-115,115,120,107,120,227,AUS
States Masters & WWA Open,2018-03-18,male,Zachary Oliver,76.50,-75,-78,78,105,-113,-115,78,105,183,AUS
States Masters & WWA Open,2018-03-18,male,Dusty Miller,83.70,-78,-80,80,98,101,-102,80,101,181,AUS
States Masters & WWA Open,2018-03-18,male,Thomas Smith,93.30,125,131,-135,155,160,-165,131,160,291,AUS
States Masters & WWA Open,2018-03-18,male,Samu Banyai,92.25,98,103,-107,114,117,-120,103,117,220,AUS
States Masters & WWA Open,2018-03-18,male,Tristan Brooker,91.95,65,68,70,104,107,110,70,110,180,AUS
States Masters & WWA Open,2018-03-18,male,Brendan Kennedy,89.45,83,86,90,106,-112,115,90,115,205,AUS
States Masters & WWA Open,2018-03-18,male,Adrian Frankling,92.05,80,84,-90,100,106,111,84,111,195,AUS
States Masters & WWA Open,2018-03-18,male,Derek D'Mellow,94.50,60,70,72,90,100,103,72,103,175,AUS
States Masters & WWA Open,2018-03-18,male,Danny Conroy,93.30,45,50,55,-68,71,-75,55,71,126,AUS
States Masters & WWA Open,2018-03-18,male,Alan Lewis,89.55,25,30,35,30,40,45,35,45,80,AUS
States Masters & WWA Open,2018-03-18,male,Ilan Josephs,109.45,85,92,97,105,110,115,97,115,212,AUS
