event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
HWC Australia Day - Coffa Cup Round 1,2022-01-22,female,Isabella Lowe King,43.00,34,-36,36,41,44,-45,36,44,80,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,female,Amaris Lee,48.60,45,48,-50,55,58,-60,48,58,106,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,female,Michaela Warwick,54.25,65,68,70,75,78,80,70,80,150,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,female,Meg Elford,54.60,-40,44,47,55,59,62,47,62,109,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,female,Layla Bloom,63.40,60,64,67,82,86,90,67,90,157,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,female,Emma Lundgren,62.30,55,58,61,75,80,85,61,85,146,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,female,Cassandra Soubra,63.60,53,56,58,71,-74,-75,58,71,129,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,female,Tamzin Hare,75.45,61,64,-67,81,84,-87,64,84,148,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,male,James Delaney,72.75,105,110,-113,138,143,-146,110,143,253,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,male,Jacob Tout,74.55,101,-106,106,123,129,-131,106,129,235,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,male,Kai Longley,88.75,95,-100,-100,120,125,-130,95,125,220,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,male,Paul Allen,86.55,65,-70,70,85,90,93,70,93,163,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,male,Sean Erb,94.85,115,120,125,140,148,155,125,155,280,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,male,Andrew Kentish,95.05,105,-108,-108,-120,-120,-120,105,0,0,AUS
HWC Australia Day - Coffa Cup Round 1,2022-01-22,male,Marc Mansour,102.05,45,50,55,65,70,75,55,75,130,AUS
