event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME QLD Club Challenge- Cougars,2012-08-25,female,Robin Parr,43.95,25,28,31,38,42,45,31,45,76,AUS
JME QLD Club Challenge- Cougars,2012-08-25,female,Madeline Wu,47.15,25,29,30,40,43,44,30,44,74,AUS
JME QLD Club Challenge- Cougars,2012-08-25,female,Darcia Ondrovcik,62.55,42,44,46,54,59,64,46,64,110,AUS
JME QLD Club Challenge- Cougars,2012-08-25,female,Kim Hanssen,66.45,45,48,50,60,64,-67,50,64,114,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,Liam Hanlon,45.95,-33,33,35,46,-47,47,35,47,82,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,James Catlow-Elliott,47.10,26,30,33,38,42,-46,33,42,75,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,Ethan Catlow-Elliott,46.95,19,22,25,22,26,30,25,30,55,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,Julian Norman,35.80,18,-21,21,25,30,33,21,33,54,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,Lincoln Clapham,54.10,18,22,-25,22,27,32,22,32,54,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,Joshua Mckernie,49.55,15,16,17,15,18,20,17,20,37,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,Joshua Wu,56.80,64,67,70,85,90,94,70,94,164,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,Jonathan Pakchung,80.60,100,105,-110,120,128,-135,105,128,233,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,Mitchell Rawlings,78.35,50,55,60,75,80,85,60,85,145,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,Stephen Davies,87.50,80,85,90,100,108,115,90,115,205,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,Douglas Higginson,90.15,60,65,70,80,88,95,70,95,165,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,Patrick Galligan,80.15,53,58,62,80,85,90,62,90,152,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,Matthew Ryan,74.25,50,55,-60,65,70,75,55,75,130,AUS
JME QLD Club Challenge- Cougars,2012-08-25,male,John Hanlon,96.25,54,57,60,79,82,85,60,85,145,AUS
