event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Zoe De Gersigny,58.02,63,66,69,85,87,-90,69,87,156,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Darcy Elliston,58.58,57,-60,60,74,77,-79,60,77,137,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Georgia Oberekar,58.34,54,58,-61,65,69,72,58,72,130,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Chloe Todd,58.82,-50,50,55,62,-66,66,55,66,121,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Annabella Catanese,56.20,30,33,-35,40,-43,43,33,43,76,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Patrizia Cocchis,58.12,22,25,27,33,36,39,27,39,66,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Danielle Winning,55.88,28,30,-32,30,33,35,30,35,65,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Sabah Chamoun,63.78,76,-80,80,100,105,108,80,108,188,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Madeline Wu,61.86,65,-70,72,80,84,-88,72,84,156,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Elysha Casey,62.38,60,65,68,77,82,84,68,84,152,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Lady Seeto,61.92,60,-64,-65,80,84,88,60,88,148,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Isabelle Paul,61.54,58,62,-65,74,77,81,62,81,143,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Pauline Acierda,61.02,44,-48,48,56,60,64,48,64,112,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Eunsol Song,61.62,35,38,40,36,40,43,40,43,83,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Jacqueline Nichele,68.82,80,-83,-83,-100,100,-104,80,100,180,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Katrina Gini,69.06,64,68,71,84,-88,88,71,88,159,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Kathryn Mcpherson,69.12,-23,23,-26,-33,33,-36,23,33,56,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Jae Daly,74.02,78,82,-84,95,99,-102,82,99,181,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Jarian Hogan,74.22,-61,62,65,81,84,-87,65,84,149,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Cherina Rajeevan,84.96,32,35,-37,50,54,-56,35,54,89,AUS
AWF Under 23 & Junior Championships and Open Competition,2021-03-20,female,Danica Hampton,99.80,77,80,83,94,97,100,83,100,183,AUS
