event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Maddison Power,46.00,25,28,30,35,38,40,30,40,70,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Lauren Hastings,40.40,20,22,25,29,31,33,25,33,58,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Leanne Thomas,68.70,56,59,-61,76,80,82,59,82,141,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Kacie Reynolds,73.40,49,51,54,65,68,71,54,71,125,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Sharne Booth-Ford,72.60,35,38,40,45,48,50,40,50,90,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Madeleine Whatman,72.60,35,37,39,45,47,49,39,49,88,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Jen Davis,75.20,66,69,71,88,91,93,71,93,164,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Bronwyn Dunne,88.15,55,58,60,75,78,80,60,80,140,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Summer Paulo,110.50,30,33,36,42,45,50,36,50,86,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Tracey Scarsbrook,53.15,-36,36,-38,45,47,49,36,49,85,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Ellen Willis,57.40,37,39,41,50,52,54,41,54,95,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Lisa Lake,61.05,55,58,61,75,78,81,61,81,142,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Valerie Silver,61.75,26,28,-30,39,41,-43,28,41,69,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Leandra Miscamble,68.65,33,35,-37,49,-51,51,35,51,86,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Nicola Craddock,72.70,38,-43,-44,-55,-55,55,38,55,93,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,female,Rawena Tairi,90.80,-38,39,-40,-51,-51,-51,39,0,0,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,male,Balin Beister,55.80,15,17,19,16,18,20,19,20,39,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,male,Brandon Wakeling,70.50,85,90,96,116,121,126,96,126,222,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,male,Beau Garrett,78.50,102,107,112,130,135,140,112,140,252,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,male,Zac Clarkson,92.90,68,72,76,85,91,95,76,95,171,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,male,John Coad,120.10,100,105,110,130,135,140,110,140,250,AUS
Qld Club Challenge Round 3 – Gold Coast,2016-08-13,male,Callum Hannay,76.60,75,-79,-79,95,100,-105,75,100,175,AUS
