event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
HWC Club Championships,2012-12-15,female,Vivian Lee,47.75,64,-68,-68,84,-88,-92,64,84,148,AUS
HWC Club Championships,2012-12-15,female,Socheata Be,52.70,70,75,-79,86,-92,-92,75,86,161,AUS
HWC Club Championships,2012-12-15,female,Alexandra Martin,55.30,40,-42,43,45,-48,48,43,48,91,AUS
HWC Club Championships,2012-12-15,female,Emma Hayden,56.15,25,27,-29,30,33,36,27,36,63,AUS
HWC Club Championships,2012-12-15,female,Seen Lee,60.00,80,-85,85,100,-105,-105,85,100,185,AUS
HWC Club Championships,2012-12-15,female,Jacquie White,62.90,72,75,77,88,-93,93,77,93,170,AUS
HWC Club Championships,2012-12-15,female,Jessica Partridge,62.15,55,-59,59,-75,75,78,59,78,137,AUS
HWC Club Championships,2012-12-15,female,Miranda Hoare,66.55,50,54,-57,-58,60,63,54,63,117,AUS
HWC Club Championships,2012-12-15,female,Belinda Van Tienen,88.35,-82,84,86,106,-111,111,86,111,197,AUS
HWC Club Championships,2012-12-15,female,Kate Linford,106.05,77,81,83,95,100,-105,83,100,183,AUS
HWC Club Championships,2012-12-15,female,Jennifer Robinson,53.25,33,36,-38,46,48,50,36,50,86,AUS
HWC Club Championships,2012-12-15,female,Lina Vukojevic,62.95,45,48,-49,65,68,-70,48,68,116,AUS
HWC Club Championships,2012-12-15,female,Elaine Janes,62.60,23,25,26,33,-35,35,26,35,61,AUS
HWC Club Championships,2012-12-15,male,James Delaney,54.00,63,66,-68,81,-86,86,66,86,152,AUS
HWC Club Championships,2012-12-15,male,Spencer Griffiths,51.40,32,35,38,39,42,45,38,45,83,AUS
HWC Club Championships,2012-12-15,male,Vannara Be,61.65,100,-110,110,125,135,-140,110,135,245,AUS
HWC Club Championships,2012-12-15,male,Samuel Reichler,60.45,-63,65,-68,73,77,-79,65,77,142,AUS
HWC Club Championships,2012-12-15,male,Jason Gevrekos,68.25,81,85,88,101,-105,105,88,105,193,AUS
HWC Club Championships,2012-12-15,male,Paulo Magistrado,75.75,107,-115,-115,140,146,-151,107,146,253,AUS
HWC Club Championships,2012-12-15,male,Jonathan Tran,71.75,75,80,85,98,-102,-105,85,98,183,AUS
HWC Club Championships,2012-12-15,male,Adam Sennett,74.10,-74,74,-78,90,-95,-95,74,90,164,AUS
HWC Club Championships,2012-12-15,male,Christopher Reichler,73.80,51,-55,57,60,65,-70,57,65,122,AUS
HWC Club Championships,2012-12-15,male,Steve Mcconnell,79.20,95,-100,,110,125,-135,95,125,220,AUS
HWC Club Championships,2012-12-15,male,John Cichello,83.40,85,90,-95,110,-120,-125,90,110,200,AUS
HWC Club Championships,2012-12-15,male,Peyman Imani,83.40,80,85,88,101,107,-110,88,107,195,AUS
HWC Club Championships,2012-12-15,male,Rafael Marini,85.00,75,-78,80,105,-110,-110,80,105,185,AUS
HWC Club Championships,2012-12-15,male,Jack Bensted,81.65,65,70,-75,90,100,105,70,105,175,AUS
HWC Club Championships,2012-12-15,male,Greg Kowalski,79.55,-100,-100,-100,,,,0,0,0,AUS
HWC Club Championships,2012-12-15,male,Scott Norman,87.35,-101,101,108,120,127,-133,108,127,235,AUS
HWC Club Championships,2012-12-15,male,Jared Tyler,85.85,80,84,-89,95,-100,-100,84,95,179,AUS
HWC Club Championships,2012-12-15,male,Josh West,93.40,75,-78,-80,-90,90,-95,75,90,165,AUS
HWC Club Championships,2012-12-15,male,Wade Mosse,101.25,82,-86,86,112,-119,119,86,119,205,AUS
HWC Club Championships,2012-12-15,male,Joshua Quinn,110.80,130,135,-140,160,170,-176,135,170,305,AUS
HWC Club Championships,2012-12-15,male,Julio Melo (Jnr),115.70,73,76,80,96,100,-102,80,100,180,AUS
HWC Club Championships,2012-12-15,male,Paul Allen,83.65,75,80,-83,98,-103,103,80,103,183,AUS
HWC Club Championships,2012-12-15,male,Shane Bailey,81.80,70,-73,73,85,90,-92,73,90,163,AUS
HWC Club Championships,2012-12-15,male,Frank Parsons,89.35,47,-51,-51,70,-76,-76,47,70,117,AUS
HWC Club Championships,2012-12-15,male,Michael Burns,103.20,40,45,-50,50,55,60,45,60,105,AUS
