event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
NSW State Masters Championships,2015-05-09,female,Annette Willmott,47.37,26,28,30,36,38,-41,30,38,68,AUS
NSW State Masters Championships,2015-05-09,female,Donna Cooperthwaite,61.01,40,44,46,53,-58,58,46,58,104,AUS
NSW State Masters Championships,2015-05-09,female,Anna Campbell,70.32,45,48,50,67,70,-76,50,70,120,AUS
NSW State Masters Championships,2015-05-09,female,Catherine Werry,66.93,40,-45,-46,50,55,-57,40,55,95,AUS
NSW State Masters Championships,2015-05-09,female,Lois Pilarcik,69.69,30,34,38,40,45,50,38,50,88,AUS
NSW State Masters Championships,2015-05-09,female,Cathy Mason,66.00,20,-23,23,25,-30,-30,23,25,48,AUS
NSW State Masters Championships,2015-05-09,female,Phillippa Gunter,73.96,48,51,55,62,66,-71,55,66,121,AUS
NSW State Masters Championships,2015-05-09,female,Lynn Stewart,86.70,45,48,-51,66,68,-71,48,68,116,AUS
NSW State Masters Championships,2015-05-09,male,David Rappo,56.13,50,55,58,65,-68,-68,58,65,123,AUS
NSW State Masters Championships,2015-05-09,male,Oliver Briones,63.72,70,-75,-75,90,-94,-97,70,90,160,AUS
NSW State Masters Championships,2015-05-09,male,Jonathon Valentine,68.40,-87,-87,87,-110,112,-116,87,112,199,AUS
NSW State Masters Championships,2015-05-09,male,Musa Kamara,75.81,100,103,-104,120,124,127,103,127,230,AUS
NSW State Masters Championships,2015-05-09,male,Jon Delaney,83.84,95,100,-103,120,-126,-126,100,120,220,AUS
NSW State Masters Championships,2015-05-09,male,Sotirios Perivolaris,82.75,80,83,-85,100,105,-108,83,105,188,AUS
NSW State Masters Championships,2015-05-09,male,Ismail Haskara,84.03,54,-59,59,83,88,-93,59,88,147,AUS
NSW State Masters Championships,2015-05-09,male,Peter Bowler,87.40,55,-58,-62,75,-79,-79,55,75,130,AUS
NSW State Masters Championships,2015-05-09,male,Peter Ticehurst,84.94,45,-50,-54,65,-68,,45,65,110,AUS
NSW State Masters Championships,2015-05-09,male,Ashley Mcmahon,98.11,77,82,87,100,-105,105,87,105,192,AUS
NSW State Masters Championships,2015-05-09,male,Stephen Johnstone,97.56,75,-85,-85,100,-112,-112,75,100,175,AUS
NSW State Masters Championships,2015-05-09,male,John Zelenjak,102.13,73,78,82,93,98,103,82,103,185,AUS
NSW State Masters Championships,2015-05-09,male,Mauricio Mena,110.32,75,-80,80,100,105,-108,80,105,185,AUS
