event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Open Club #2,2018-03-24,female,Olivia D'souza,57.10,42,44,46,55,58,60,46,60,106,AUS
Open Club #2,2018-03-24,female,Carmen Lau,64.90,25,27,29,30,34,38,29,38,67,AUS
Open Club #2,2018-03-24,female,Michelle Weeding,70.76,25,27,30,27,32,-35,30,32,62,AUS
Open Club #2,2018-03-24,female,Mary Pekin,69.20,23,25,27,29,31,-34,27,31,58,AUS
Open Club #2,2018-03-24,female,Kylie Thompson,74.48,75,80,85,90,95,-100,85,95,180,AUS
Open Club #2,2018-03-24,female,Vickie Mackay,86.40,30,-33,33,35,40,44,33,44,77,AUS
Open Club #2,2018-03-24,female,Kerryn Dawson,79.40,55,57,-60,-65,67,-71,57,67,124,AUS
Open Club #2,2018-03-24,male,Andrew Phillips,69.00,50,-53,53,-60,61,63,53,63,116,AUS
Open Club #2,2018-03-24,male,Sean Teasdale,78.01,100,106,-111,120,127,-132,106,127,233,AUS
Open Club #2,2018-03-24,male,Mark Muir,83.30,87,90,-92,116,120,123,90,123,213,AUS
Open Club #2,2018-03-24,male,James Naylor-Pratt,93.10,90,95,-100,120,125,130,95,130,225,AUS
Open Club #2,2018-03-24,male,John Reynolds,104.95,44,46,47,58,61,63,47,63,110,AUS
Open Club #2,2018-03-24,male,Grant Haines,108.60,122,126,128,142,-146,-146,128,142,270,AUS
