event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,female,Alexandra Nasser,75.00,40,-45,-45,65,70,-76,40,70,110,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Jahn Tordal,64.80,55,60,65,75,80,-85,65,80,145,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Trent Humphreys,68.60,50,55,60,65,70,-75,60,70,130,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Justice Fletcher,76.65,90,95,97,110,115,117,97,117,214,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Matthew Mckinley,71.80,66,68,72,79,83,86,72,86,158,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Jason Lea,74.10,50,-55,55,80,-85,-85,55,80,135,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Willis Wong,84.85,95,100,-105,125,130,-135,100,130,230,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Thomas Blain,83.05,85,90,95,115,118,121,95,121,216,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Patrick Doherty,82.60,78,84,89,101,107,-112,89,107,196,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Liam O'shea,82.40,70,75,-80,90,100,105,75,105,180,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Tim Holdsworth,85.00,-100,-100,-100,,,,0,0,0,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Andrew Gray-Spence,97.40,65,70,-73,80,85,90,70,90,160,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Robert Johnston,122.85,95,-102,105,125,130,135,105,135,240,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Simon Cockrem,108.20,82,-92,95,112,116,120,95,120,215,AUS
JME Qld Club Challenge Round 2 – Cairns Green Ants,2015-05-23,male,Michael Abbott,89.55,-75,75,-80,100,105,-110,75,105,180,AUS
