event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Kate Brown,48.75,53,56,58,64,68,71,58,71,129
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Natasha Bow,46.35,38,40,42,40,43,46,42,46,88
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Panayiota Vasiliades,45.15,18,20,-22,20,23,25,20,25,45
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Raagini Rampal,54.75,59,-62,62,70,-75,80,62,80,142
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Juliana Ghetto,54.20,52,-55,-55,65,69,-72,52,69,121
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Bridgette Mcmillan,53.90,42,45,47,55,60,-65,47,60,107
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Natalya Ghetto,53.00,-40,40,45,53,56,59,45,59,104
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Lara Perry,52.00,33,37,-40,44,48,-50,37,48,85
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Christie Mai,51.25,34,-38,38,40,44,-47,38,44,82
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Jen Martin,57.40,40,45,50,50,57,63,50,63,113
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Nicole Boutsikakis,57.45,40,43,46,56,-60,60,46,60,106
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Chelsea Cameron,58.00,35,40,45,50,55,60,45,60,105
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Angel Lomuntad,55.20,20,23,-25,23,26,28,23,28,51
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Laura Owen,62.55,73,76,-78,81,84,87,76,87,163
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Taiamoni Pakoti,63.55,62,67,-71,82,88,92,67,92,159
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Grace Robinson,59.35,41,44,46,55,58,61,46,61,107
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Laura Cruickshank,66.90,65,69,-71,74,77,81,69,81,150
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Kitty Chao,70.95,50,53,55,67,70,73,55,73,128
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Indianna Wilson,66.90,50,53,55,55,58,61,55,61,116
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Meenakshi Pradhan,67.35,-40,40,45,50,55,60,45,60,105
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Madie O'sullivan,67.05,40,-43,-44,50,54,-57,40,54,94
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Annabel Thomson,79.95,75,77,80,92,97,-101,80,97,177
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Amelia Maile,81.00,50,54,58,72,77,82,58,82,140
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Bobbie-Jane Souter,85.90,40,43,45,-60,60,64,45,64,109
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Peta Maile,105.25,65,70,73,65,70,75,73,75,148
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Briianka Nest,116.85,48,52,-55,75,80,85,52,85,137
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Stacey Rapana,118.15,42,46,50,58,62,65,50,65,115
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Nicole Lumagbas,104.70,43,-47,47,55,59,62,47,62,109
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Stevie-Lee Price,93.05,38,41,43,50,54,-58,43,54,97
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,female,Jessica Treweek,92.20,-38,39,-42,50,54,-57,39,54,93
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Aj Nath,60.90,16,18,-20,20,22,24,18,24,42
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Nelson Cheng,65.45,76,80,-83,99,104,107,80,107,187
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Deacon Mercieca,65.10,76,80,83,97,102,-107,83,102,185
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Luc Tran,64.75,-51,51,55,64,69,72,55,72,127
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Yannick Mifsud,72.65,90,97,102,115,-125,-125,102,115,217
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Corey Radford,72.55,90,94,-98,112,117,-120,94,117,211
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Joshua Younan,72.00,-73,73,-75,90,93,-95,73,93,166
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Ali Khan,71.40,35,40,-43,50,54,-58,40,54,94
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Ari Ngati,80.50,-113,113,117,125,134,140,117,140,257
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Mark Grinham,79.75,103,108,112,124,128,132,112,132,244
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Felipe Coelho,79.60,95,99,104,115,119,124,104,124,228
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Reece Papworth,75.05,80,84,88,105,110,115,88,115,203
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Max Mcgavern,75.45,75,80,85,100,107,111,85,111,196
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Jose Corcio,74.55,82,-85,85,100,-106,-106,85,100,185
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Bouachanh Thongvilu,75.30,60,-68,70,75,84,-90,70,84,154
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Blake Mammarella,88.15,115,119,123,140,147,154,123,154,277
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Wayne Park,88.50,65,70,80,95,102,110,80,110,190
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Lachlan Helmers,94.95,-83,85,-90,-117,119,122,85,122,207
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Elliot Swift,102.35,90,95,-99,110,115,118,95,118,213
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Abdullah Khan,106.80,63,67,70,95,100,-104,70,100,170
"NSW U15/Youth Championships, Kids Classic + Open",2022-04-23,male,Gustav Nest,114.10,70,75,80,106,112,118,80,118,198
