event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
WWA State League 1 / Jr Shield 1,2013-02-24,female,Crystal Knibbs,34.70,10,12,14,14,16,18,14,18,32,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Giveney How,51.10,40,45,-48,50,-55,55,45,55,100,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Sara Lock,51.06,35,38,-41,45,47,50,38,50,88,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Kylie Simmons,52.30,30,35,-38,45,50,53,35,53,88,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Georgina Lock,48.05,45,49,52,-55,-55,-55,52,0,0,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Rebecca Payne,57.25,-45,45,-48,58,60,62,45,62,107,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Mandie Williams,55.55,35,38,-42,45,-50,53,38,53,91,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Meagan Vines,54.85,25,30,-35,35,40,-45,30,40,70,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Taiariki Cridland,61.05,46,50,55,65,68,71,55,71,126,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Tara O'Rourke,64.10,50,-55,57,-68,-70,75,57,75,132,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Roxanne Walker,63.20,35,38,-45,50,55,-58,38,55,93,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Alecia Lovelock,74.95,42,46,49,55,60,-63,49,60,109,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Courtney Page,101.50,-58,60,62,78,-83,-83,62,78,140,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Sarah Wignall,77.20,46,-50,50,63,66,-70,50,66,116,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Kylee Street,79.10,45,48,52,55,60,-65,52,60,112,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Angela Carberry,68.90,50,53,-55,-60,60,-63,53,60,113,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Grace Morrison,68.85,40,42,-45,56,59,-62,42,59,101,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Dawn Gregson,67.60,32,35,38,47,51,-57,38,51,89,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Leanne Brennan,69.70,28,-31,-31,32,35,37,28,37,65,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,female,Karen Coello,89.90,37,38,,,,,38,0,0,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,male,Josiah Widger-Hartree,53.30,45,-50,-50,50,55,60,45,60,105,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,male,Matthew Munns,68.50,101,102,109,116,121,-126,109,121,230,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,male,Leah Holmes,67.35,52,55,-58,70,75,-80,55,75,130,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,male,Tayler Macleod,63.10,35,40,-43,-50,52,55,40,55,95,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,male,Bryan Turnor,64.20,65,70,75,-90,-100,-100,75,0,0,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,male,Tim Marshal,73.70,85,-90,90,100,105,110,90,110,200,AUS
WWA State League 1 / Jr Shield 1,2013-02-24,male,Christopher Ferguson,70.40,75,80,-85,-110,-112,112,80,112,192,AUS
