event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Olympifit Club Comp #2,2016-10-28,female,Jessie Valas,53.00,35,-40,40,45,50,-52,40,50,90,AUS
Olympifit Club Comp #2,2016-10-28,female,Karri Della Vedova,78.70,47,51,53,60,65,68,53,68,121,AUS
Olympifit Club Comp #2,2016-10-28,female,Zoe Stolton,47.50,25,30,32,30,35,40,32,40,72,AUS
Olympifit Club Comp #2,2016-10-28,female,Cheryl Falconer,60.50,30,33,34,40,43,44,34,44,78,AUS
Olympifit Club Comp #2,2016-10-28,female,Christine Runion,61.50,27,30,-32,32,37,40,30,40,70,AUS
Olympifit Club Comp #2,2016-10-28,female,Monica Cook,67.80,30,35,40,40,45,50,40,50,90,AUS
Olympifit Club Comp #2,2016-10-28,female,Vicki Mcgrady,93.70,37,40,43,48,52,55,43,55,98,AUS
Olympifit Club Comp #2,2016-10-28,male,Brandon Sirrell,72.40,55,-60,60,75,80,83,60,83,143,AUS
Olympifit Club Comp #2,2016-10-28,male,John Sullivan,63.40,30,35,38,35,40,42,38,42,80,AUS
Olympifit Club Comp #2,2016-10-28,male,Craig Burrows,84.00,55,60,-63,75,80,-85,60,80,140,AUS
Olympifit Club Comp #2,2016-10-28,male,Alan Lewis,86.10,30,35,37,35,40,43,37,43,80,AUS
