event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Titans Club Competition,2015-06-20,female,Courtney Miller,66.80,47,50,55,65,-70,72,55,72,127,AUS
Titans Club Competition,2015-06-20,female,Lynn Stewart,86.44,48,52,-55,,,,52,0,0,AUS
Titans Club Competition,2015-06-20,male,Vu Tran,75.98,-95,95,-100,118,-122,125,95,125,220,AUS
Titans Club Competition,2015-06-20,male,Ray Itaoui,76.40,50,-55,-55,60,65,70,50,70,120,AUS
Titans Club Competition,2015-06-20,male,Joseph Campbell,80.42,82,-86,87,115,-120,120,87,120,207,AUS
Titans Club Competition,2015-06-20,male,Adrian Mena,84.86,83,-87,87,108,112,115,87,115,202,AUS
Titans Club Competition,2015-06-20,male,Gerard Lyons,81.22,-80,80,85,105,112,115,85,115,200,AUS
Titans Club Competition,2015-06-20,male,Andrew Pineda,79.06,80,-85,-88,115,-120,-120,80,115,195,AUS
Titans Club Competition,2015-06-20,male,James Lyons,80.28,47,52,55,80,-85,85,55,85,140,AUS
Titans Club Competition,2015-06-20,male,Tyson Hudson,86.50,-95,-95,-95,,,,0,0,0,AUS
Titans Club Competition,2015-06-20,male,Michael Inskip,100.40,115,120,-123,140,-150,150,120,150,270,AUS
Titans Club Competition,2015-06-20,male,Matthew Lilli,102.94,95,-100,100,,,,100,0,0,AUS
Titans Club Competition,2015-06-20,male,David Rappo,56.76,55,-60,-60,62,-66,-66,55,62,117,AUS
Titans Club Competition,2015-06-20,male,Jonathon Valentine,68.40,85,89,-91,115,-120,120,89,120,209,AUS
