event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Hunter Barbell Open Competition,2020-02-01,female,Jess Sewastenko,58.03,60,-64,64,80,-85,-85,64,80,144
Hunter Barbell Open Competition,2020-02-01,female,Bianca Wilmott,58.55,52,56,-60,62,67,71,56,71,127
Hunter Barbell Open Competition,2020-02-01,female,Jessica Greacen,63.50,47,-51,-51,57,60,-63,47,60,107
Hunter Barbell Open Competition,2020-02-01,female,Gabriella Penna,70.95,52,57,61,67,72,77,61,77,138
Hunter Barbell Open Competition,2020-02-01,female,Mee Jin Roberts,75.10,46,51,55,67,71,-73,55,71,126
Hunter Barbell Open Competition,2020-02-01,male,Rhys Stewart,66.30,55,62,68,75,80,-85,68,80,148
Hunter Barbell Open Competition,2020-02-01,male,Max Mcgavern,62.80,50,53,56,65,70,75,56,75,131
Hunter Barbell Open Competition,2020-02-01,male,Bouachanh Thongvilu,72.70,-72,72,-77,85,-92,0,72,85,157
Hunter Barbell Open Competition,2020-02-01,male,Paul Knowles,79.75,103,111,-118,138,145,150,111,150,261
Hunter Barbell Open Competition,2020-02-01,male,Adam Edwards,79.80,90,-97,-97,105,115,0,90,115,205
Hunter Barbell Open Competition,2020-02-01,male,Corey Radford,74.25,75,81,-86,95,103,112,81,112,193
Hunter Barbell Open Competition,2020-02-01,male,Alex Hersey,87.15,85,90,95,115,120,-125,95,120,215
Hunter Barbell Open Competition,2020-02-01,male,Ismail Haskara,87.95,50,-60,-62,75,82,-85,50,82,132
Hunter Barbell Open Competition,2020-02-01,male,Demogene Smith,89.40,100,-110,-111,-120,120,130,100,130,230
Hunter Barbell Open Competition,2020-02-01,male,Jacob Marquardt,97.55,120,125,130,150,160,170,130,170,300
Hunter Barbell Open Competition,2020-02-01,male,Chris Kang,104.05,80,90,95,95,105,112,95,112,207
