event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
The Rev BBC,2019-02-24,female,Madison O’boyle,62.40,68,71,-74,88,91,94,71,94,165,AUS
The Rev BBC,2019-02-24,female,Jessica Lai,67.40,60,63,65,70,73,-75,65,73,138,AUS
The Rev BBC,2019-02-24,female,Indi Waller,64.20,52,-55,-55,65,-67,-67,52,65,117,AUS
The Rev BBC,2019-02-24,female,Marie Dawson,65.80,46,47,49,63,-65,65,49,65,114,AUS
The Rev BBC,2019-02-24,female,Nicole Mcswain,69.00,32,35,37,45,-48,48,37,48,85,AUS
The Rev BBC,2019-02-24,female,Tara Pratt,82.80,75,78,80,-95,-95,95,80,95,175,AUS
The Rev BBC,2019-02-24,male,Jacob Stanesby,30.00,18,20,22,27,-29,-29,22,27,49,AUS
The Rev BBC,2019-02-24,male,Chris Tingley,60.90,34,36,-38,42,44,-46,36,44,80,AUS
The Rev BBC,2019-02-24,male,Christopher Moore,66.90,95,100,105,-126,130,-140,105,130,235,AUS
The Rev BBC,2019-02-24,male,Sang Tran,72.60,75,80,-83,96,100,103,80,103,183,AUS
The Rev BBC,2019-02-24,male,Chris Parfitt,80.70,-102,102,107,130,135,-140,107,135,242,AUS
The Rev BBC,2019-02-24,male,Zac Newman,81.00,75,80,85,91,95,100,85,100,185,AUS
The Rev BBC,2019-02-24,male,Joel Gregson,88.30,124,128,132,157,-165,170,132,170,302,AUS
The Rev BBC,2019-02-24,male,Mitch Bruce-Smith,82.10,90,-95,-95,125,130,-135,90,130,220,AUS
The Rev BBC,2019-02-24,male,Nick Pezzaniti,95.40,-104,104,108,125,130,-135,108,130,238,AUS
The Rev BBC,2019-02-24,male,Liam Whinfield,96.00,65,68,71,90,95,-100,71,95,166,AUS
The Rev BBC,2019-02-24,male,Cody Wilks,101.50,-145,145,-150,155,163,,145,163,308,AUS
The Rev BBC,2019-02-24,male,Thomas Murrell,101.00,50,55,-60,75,-81,81,55,81,136,AUS
The Rev BBC,2019-02-24,male,Dylan Bergin,107.70,127,132,-140,160,-165,-165,132,160,292,AUS
