event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
HWC Club Championships,2016-12-17,female,Emily Scott,47.45,55,58,-61,70,-73,74,58,74,132,AUS
HWC Club Championships,2016-12-17,female,Courtney Chong,47.70,46,-48,49,58,-62,-62,49,58,107,AUS
HWC Club Championships,2016-12-17,female,Qiqi Chen,54.95,-49,49,-52,62,66,-70,49,66,115,AUS
HWC Club Championships,2016-12-17,female,Marischa Neal,56.95,47,-49,49,62,-66,66,49,66,115,AUS
HWC Club Championships,2016-12-17,female,Seen Lee,60.90,75,79,82,90,95,-100,82,95,177,AUS
HWC Club Championships,2016-12-17,female,Stephanie Aldridge,61.85,72,75,-77,90,-92,92,75,92,167,AUS
HWC Club Championships,2016-12-17,female,Kalah Clohesy,61.60,53,55,57,-75,75,-77,57,75,132,AUS
HWC Club Championships,2016-12-17,female,Deanna Bax,67.95,-75,75,80,85,-90,-90,80,85,165,AUS
HWC Club Championships,2016-12-17,female,Nicky Cummins,66.00,-60,60,,70,,,60,70,130,AUS
HWC Club Championships,2016-12-17,female,Rochelle Fenech,66.40,-70,-70,-70,77,80,83,0,83,0,AUS
HWC Club Championships,2016-12-17,female,Jess Zammit,72.35,-43,43,45,52,56,60,45,60,105,AUS
HWC Club Championships,2016-12-17,female,Sofia Kranjec,78.95,80,83,86,100,-105,105,86,105,191,AUS
HWC Club Championships,2016-12-17,female,Denese Billings,45.05,30,33,-35,35,42,44,33,44,77,AUS
HWC Club Championships,2016-12-17,female,Bernadette Kinnane,50.15,33,-35,-35,42,-44,,33,42,75,AUS
HWC Club Championships,2016-12-17,female,Tina Di Carluccio,60.50,47,50,53,60,-65,65,53,65,118,AUS
HWC Club Championships,2016-12-17,male,Calum Trevillion,61.65,72,-75,77,85,-90,95,77,95,172,AUS
HWC Club Championships,2016-12-17,male,John Lau,60.35,68,-72,72,78,82,-85,72,82,154,AUS
HWC Club Championships,2016-12-17,male,Sam Gardiner,59.15,-55,55,61,72,76,78,61,78,139,AUS
HWC Club Championships,2016-12-17,male,James Delaney,67.90,100,104,107,130,135,140,107,140,247,AUS
HWC Club Championships,2016-12-17,male,Francois Etoundi,77.00,135,-139,-139,160,-170,-170,135,160,295,AUS
HWC Club Championships,2016-12-17,male,Evan Chatterton,76.05,68,73,-75,97,-102,-107,73,97,170,AUS
HWC Club Championships,2016-12-17,male,Jayden Dakdouk,80.70,-95,95,-102,110,116,-121,95,116,211,AUS
HWC Club Championships,2016-12-17,male,Nicholas Chatgoglou,85.05,83,90,96,110,120,,96,120,216,AUS
HWC Club Championships,2016-12-17,male,Bryce Morgan,91.40,100,-103,-103,-115,115,-122,100,115,215,AUS
HWC Club Championships,2016-12-17,male,Farley Webb,88.35,70,80,87,100,110,-115,87,110,197,AUS
HWC Club Championships,2016-12-17,male,Tom Webster,85.55,80,85,-90,-110,110,-115,85,110,195,AUS
HWC Club Championships,2016-12-17,male,Adam Kabbas,89.80,-110,110,-115,-128,-128,-128,110,0,0,AUS
HWC Club Championships,2016-12-17,male,Julio Melo (Jnr),105.95,-95,95,-105,125,-135,-135,95,125,220,AUS
HWC Club Championships,2016-12-17,male,Bailey Wilson,109.65,72,76,-80,94,100,105,76,105,181,AUS
HWC Club Championships,2016-12-17,male,Brad Bristowe,75.95,-87,87,-92,105,110,-115,87,110,197,AUS
HWC Club Championships,2016-12-17,male,Chris Holt,76.90,35,40,45,45,50,55,45,55,100,AUS
HWC Club Championships,2016-12-17,male,Laszlo Balint,88.35,68,72,75,80,85,-91,75,85,160,AUS
HWC Club Championships,2016-12-17,male,Julio Melo,117.15,-70,75,-80,-95,95,-105,75,95,170,AUS
