event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
AWF Masters Open,2020-10-24,female,Larissa Banks,54.50,48,51,53,58,62,65,53,65,118,AUS
AWF Masters Open,2020-10-24,female,Sonia Stenhouse,54.30,35,39,40,45,48,51,40,51,91,AUS
AWF Masters Open,2020-10-24,female,Julie Davis,54.40,25,26,27,33,35,36,27,35,62,AUS
AWF Masters Open,2020-10-24,female,Rebecca Chidlow,58.75,50,53,53,68,71,71,53,71,124,AUS
AWF Masters Open,2020-10-24,female,Gabrielle Snowdon,59.00,47,50,53,58,62,,50,58,108,AUS
AWF Masters Open,2020-10-24,female,Katja Jensen,58.35,42,45,48,55,58,62,45,62,107,AUS
AWF Masters Open,2020-10-24,female,Diana Loy,58.65,35,35,41,58,58,63,35,58,93,AUS
AWF Masters Open,2020-10-24,female,Merryn Hillhouse,56.45,31,33,35,43,45,46,33,46,79,AUS
AWF Masters Open,2020-10-24,female,Colleen Duplock,58.95,25,25,26,30,30,32,25,32,57,AUS
AWF Masters Open,2020-10-24,female,Valerie Silver,58.30,24,24,24,25,26,28,24,28,52,AUS
AWF Masters Open,2020-10-24,female,Fiona Redhead,63.85,45,47,49,60,63,65,47,63,110,AUS
AWF Masters Open,2020-10-24,female,Bernadette Porter,62.05,40,42,42,52,56,60,42,52,94,AUS
AWF Masters Open,2020-10-24,female,Coral Quinell,63.80,31,33,35,40,42,44,35,42,77,AUS
AWF Masters Open,2020-10-24,female,Patrizia Cocchis,61.85,26,28,30,42,44,45,30,44,74,AUS
AWF Masters Open,2020-10-24,female,Leanne Knox,69.75,65,70,72,86,91,93,65,91,156,AUS
AWF Masters Open,2020-10-24,female,Anna Thomson,66.00,55,60,65,77,81,84,60,84,144,AUS
AWF Masters Open,2020-10-24,female,Disa Caspersen,67.45,48,50,52,65,67,70,52,67,119,AUS
AWF Masters Open,2020-10-24,female,Linda Skerman,66.85,43,43,46,61,61,64,46,61,107,AUS
AWF Masters Open,2020-10-24,female,Kellee Hodge,69.50,40,43,43,49,52,54,40,52,92,AUS
AWF Masters Open,2020-10-24,female,Bronwyn Hitchener,75.15,45,48,50,58,61,64,50,64,114,AUS
AWF Masters Open,2020-10-24,female,Tina Cotter,78.85,53,56,56,67,70,73,56,70,126,AUS
AWF Masters Open,2020-10-24,female,Claylia Ward,78.70,27,29,31,35,38,41,29,38,67,AUS
AWF Masters Open,2020-10-24,female,Althea Mackie,86.85,46,49,52,60,64,67,52,67,119,AUS
AWF Masters Open,2020-10-24,female,Sandra Branson,83.80,38,41,43,51,54,57,41,54,95,AUS
AWF Masters Open,2020-10-24,female,Jacquie Kendall,83.85,33,35,36,43,46,48,36,46,82,AUS
AWF Masters Open,2020-10-24,female,Joanne Phillips,94.95,45,49,50,65,70,73,45,73,118,AUS
AWF Masters Open,2020-10-24,female,Telia Tonkin,96.80,34,36,38,44,46,47,38,47,85,AUS
AWF Masters Open,2020-10-24,male,Minoru Yamasaki,60.50,45,47,50,57,60,63,50,60,110,AUS
AWF Masters Open,2020-10-24,male,Darrel Naude,66.35,82,84,85,106,106,106,85,106,191,AUS
AWF Masters Open,2020-10-24,male,Rodney Hill,66.10,75,80,80,92,95,100,80,100,180,AUS
AWF Masters Open,2020-10-24,male,Steven Graham,72.70,74,78,82,112,116,117,74,117,191,AUS
AWF Masters Open,2020-10-24,male,Bobby Johnson,80.55,90,90,96,110,117,117,90,110,200,AUS
AWF Masters Open,2020-10-24,male,Dion Walmsley,79.75,80,84,85,105,109,111,80,105,185,AUS
AWF Masters Open,2020-10-24,male,Ron Fraser,79.45,60,63,66,80,85,90,66,90,156,AUS
AWF Masters Open,2020-10-24,male,Colin Schram,88.20,98,98,103,125,132,139,98,125,223,AUS
AWF Masters Open,2020-10-24,male,Jeff Davie,87.40,93,97,100,118,122,124,100,122,222,AUS
AWF Masters Open,2020-10-24,male,Al Witaka,82.35,43,45,47,63,66,68,47,68,115,AUS
AWF Masters Open,2020-10-24,male,Matthew Horrocks,95.40,97,102,106,125,128,131,102,128,230,AUS
AWF Masters Open,2020-10-24,male,Darren Webb,92.65,84,89,94,117,122,127,94,127,221,AUS
AWF Masters Open,2020-10-24,male,James Mildren,95.55,74,78,81,84,93,96,78,96,174,AUS
AWF Masters Open,2020-10-24,male,Chris Partridge,100.15,91,91,97,128,131,137,97,131,228,AUS
AWF Masters Open,2020-10-24,male,Iain Blacow,101.95,83,88,92,95,100,105,92,105,197,AUS
AWF Masters Open,2020-10-24,male,Gerard Nelson,98.35,75,80,80,95,101,101,80,95,175,AUS
AWF Masters Open,2020-10-24,male,Stephen Johnstone,100.05,70,76,76,80,86,91,70,91,161,AUS
AWF Masters Open,2020-10-24,male,Ignatius Papenga,102.00,107,107,107,,,,0,0,0,AUS
AWF Masters Open,2020-10-24,male,Adrian Lamond,107.10,98,102,106,132,137,137,102,137,239,AUS
AWF Masters Open,2020-10-24,male,Scott Mark,107.10,67,71,74,87,91,95,74,95,169,AUS
