event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Courtney Chong,50.00,42,44,45,52,-55,55,45,55,100,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Stephanie Aldridge,66.30,68,71,73,88,91,-93,73,91,164,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Nicky Cummins,68.70,65,-68,68,-78,-78,78,68,78,146,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Marysia Piechowska,65.45,42,47,50,62,-66,66,50,66,116,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Erin Howlett,89.55,48,51,53,58,61,64,53,64,117,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Anastasia Mifsud,89.35,20,22,24,23,26,28,24,28,52,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Denese Billings,42.20,30,33,-34,40,44,-49,33,44,77,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Bernadette Kinnane,51.85,33,35,-36,43,-45,-45,35,43,78,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Tina Di Carluccio,57.95,40,-46,-46,55,60,-63,40,60,100,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Simone Bailey,57.90,34,37,-40,48,51,55,37,55,92,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Toni Lane,59.35,47,-51,-52,-66,66,70,47,70,117,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Elaine Janes,63.95,20,21,-22,28,30,-31,21,30,51,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Julia Bristowe,67.45,40,45,50,50,55,62,50,62,112,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Renee Purbrick,73.00,50,-55,58,73,-78,-78,58,73,131,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Louise Acott,71.65,50,53,55,60,-65,65,55,65,120,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Sarah Wheal,76.80,40,42,44,55,56,58,44,58,102,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Margaret Webb,79.70,40,-45,45,51,-54,54,45,54,99,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,female,Justine Martin,91.55,21,23,-25,25,26,-28,23,26,49,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,Kenan Resit,54.15,50,55,-58,65,70,74,55,74,129,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,Cheok Seng Lee,67.90,70,-75,75,90,95,100,75,100,175,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,Calum Trevillion,68.80,60,63,-65,70,73,75,63,75,138,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,Alexander Mifsud,67.00,28,31,34,35,40,45,34,45,79,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,Evan Chatterton,71.20,50,55,57,70,75,80,57,80,137,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,David Chen,83.00,70,75,-80,92,-97,97,75,97,172,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,John Parsons,77.65,65,-70,70,75,83,-90,70,83,153,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,Rosson Cacencu,82.90,-53,-53,,,,,0,0,0,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,Thomas Sewell,89.75,110,114,117,140,-145,145,117,145,262,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,Tom Webster,89.05,86,90,93,110,-114,-114,93,110,203,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,Abhishek Chhikara,92.85,60,65,-68,80,85,-90,65,85,150,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,Ben Holt,97.25,54,58,-60,63,70,73,58,73,131,AUS
Vic Masters Championships incl Masters GP2 & VWA Open,2016-04-09,male,Damien Hewish,58.25,70,75,-80,85,90,-95,75,90,165,AUS
