event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
WWA State Junior & Senior Championships,2015-06-14,female,Holly Shawcross,51.55,-55,55,-58,67,70,-74,55,70,125
WWA State Junior & Senior Championships,2015-06-14,female,Rebecca Payne,57.60,54,57,59,73,76,-79,59,76,135
WWA State Junior & Senior Championships,2015-06-14,female,Jessica Lai,62.70,80,83,85,90,95,-100,85,95,180
WWA State Junior & Senior Championships,2015-06-14,female,Helen Vincenti,59.95,-57,-57,57,-72,72,-75,57,72,129
WWA State Junior & Senior Championships,2015-06-14,female,Elizabeth Duguid,65.60,-63,63,66,-83,83,86,66,86,152
WWA State Junior & Senior Championships,2015-06-14,female,Courtney Page,99.10,65,70,72,73,80,-90,72,80,152
WWA State Junior & Senior Championships,2015-06-14,female,Rebecca Patrick,73.30,57,60,-62,77,-83,-83,60,77,137
WWA State Junior & Senior Championships,2015-06-14,male,Jason Ager,62.00,85,90,-93,110,116,-124,90,116,206
WWA State Junior & Senior Championships,2015-06-14,male,Daniel Wubbels,68.00,90,95,-100,100,110,115,95,115,210
WWA State Junior & Senior Championships,2015-06-14,male,James Naylor-Pratt,76.45,75,80,85,95,100,105,85,105,190
WWA State Junior & Senior Championships,2015-06-14,male,Joel Gregson,84.05,105,108,110,132,136,140,110,140,250
WWA State Junior & Senior Championships,2015-06-14,male,Josh Phillips,90.30,112,120,125,-138,-138,138,125,138,263
WWA State Junior & Senior Championships,2015-06-14,male,Blake Shadbolt,93.10,104,-108,110,130,-136,136,110,136,246
WWA State Junior & Senior Championships,2015-06-14,male,Matthew Watkinson,88.60,-105,105,-110,130,135,-140,105,135,240
WWA State Junior & Senior Championships,2015-06-14,male,Patrick Crowley,103.95,105,110,-117,150,155,-160,110,155,265
