event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Glen Innes Barbell Open Competition,2022-04-09,female,Taylah Debreceny,68.70,55,60,62,77,80,83,62,83,145,AUS
Glen Innes Barbell Open Competition,2022-04-09,female,Megan Dunn,69.20,47,50,55,-63,63,-68,55,63,118,AUS
Glen Innes Barbell Open Competition,2022-04-09,female,Jana Truban,68.70,33,36,-38,-41,45,48,36,48,84,AUS
Glen Innes Barbell Open Competition,2022-04-09,female,Emily Dickson,76.90,54,57,60,64,72,75,60,75,135,AUS
Glen Innes Barbell Open Competition,2022-04-09,female,Tanya Weir,79.90,34,37,40,58,62,65,40,65,105,AUS
Glen Innes Barbell Open Competition,2022-04-09,female,Erika Maslen,91.60,52,-55,56,70,75,-78,56,75,131,AUS
Glen Innes Barbell Open Competition,2022-04-09,male,Brent Taylor,79.00,-94,94,98,-123,125,-132,98,125,223,AUS
Glen Innes Barbell Open Competition,2022-04-09,male,Jacob Shannon,79.60,47,-50,54,57,62,66,54,66,120,AUS
Glen Innes Barbell Open Competition,2022-04-09,male,Malachii Schofield,86.40,95,97,102,127,133,-140,102,133,235,AUS
Glen Innes Barbell Open Competition,2022-04-09,male,Robert Mcintosh,81.40,32,35,37,38,41,44,37,44,81,AUS
Glen Innes Barbell Open Competition,2022-04-09,male,Jamie Sproates,93.70,-97,97,-102,115,-120,120,97,120,217,AUS
