event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
SAWLA Feburary Open,2019-02-23,female,Melanie Bennett,42.02,28,32,-35,35,39,44,32,44,76,AUS
SAWLA Feburary Open,2019-02-23,female,Sharon Mccauley,57.72,56,-59,61,60,66,71,61,71,132,AUS
SAWLA Feburary Open,2019-02-23,female,Linda Kyritsis,56.28,32,-37,-42,47,52,55,32,55,87,AUS
SAWLA Feburary Open,2019-02-23,female,Erin Gracey,62.34,60,63,65,75,78,-82,65,78,143,AUS
SAWLA Feburary Open,2019-02-23,female,Joanne Flesfadar,67.78,-65,67,71,76,80,-84,71,80,151,AUS
SAWLA Feburary Open,2019-02-23,female,Karoline Wulf,84.24,-35,36,38,-55,-57,-57,38,0,0,AUS
SAWLA Feburary Open,2019-02-23,female,Lauren Simons,93.40,32,35,38,42,45,50,38,50,88,AUS
SAWLA Feburary Open,2019-02-23,male,Lenin Pichiayan,71.22,72,76,79,90,94,-96,79,94,173,AUS
SAWLA Feburary Open,2019-02-23,male,John Humphrys,85.74,30,-32,32,40,-42,-42,32,40,72,AUS
SAWLA Feburary Open,2019-02-23,male,Wayne Morgan,99.80,75,84,-87,100,-112,-112,84,100,184,AUS
SAWLA Feburary Open,2019-02-23,male,Amin Ariaee,108.08,80,85,-90,-91,95,-105,85,95,180,AUS
