event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Nauru Independence Day Weightlifting Tournament,2019-01-26,female,Charisma Amoe-Tarrant,136.60,-101,-101,101,-141,141,-148,101,141,242,AUS
Nauru Independence Day Weightlifting Tournament,2019-01-26,male,Joe Hiram,80.20,10,105,109,130,-134,134,109,134,243,AUS
