event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Triumph Club Competition,2014-03-08,female,Jessica Barkhan,48.00,45,46,-48,53,56,59,46,59,105,AUS
Triumph Club Competition,2014-03-08,female,Genevieve Sturt,49.20,19,23,-25,19,-24,-24,23,19,42,AUS
Triumph Club Competition,2014-03-08,female,Madeline Sturt,57.70,53,57,-60,70,75,-80,57,75,132,AUS
Triumph Club Competition,2014-03-08,female,Kiana Elliott,62.00,73,76,,80,85,89,76,89,165,AUS
Triumph Club Competition,2014-03-08,female,Eleanor Welsman,67.10,50,55,60,73,-77,-80,60,73,133,AUS
Triumph Club Competition,2014-03-08,female,Kelsey Marquardt,85.90,35,40,-45,50,55,58,40,58,98,AUS
Triumph Club Competition,2014-03-08,male,Sion Cousins,76.50,100,105,-115,115,123,,105,123,228,AUS
Triumph Club Competition,2014-03-08,male,Luke Robinson,73.40,65,-70,70,75,80,-85,70,80,150,AUS
Triumph Club Competition,2014-03-08,male,Rogan Morrow,69.60,55,-60,-60,80,85,-90,55,85,140,AUS
Triumph Club Competition,2014-03-08,male,Alex Meakins,82.20,97,102,-110,120,130,-140,102,130,232,AUS
Triumph Club Competition,2014-03-08,male,Robert Boyle-Allardice,87.60,90,95,97,115,120,125,97,125,222,AUS
Triumph Club Competition,2014-03-08,male,Jacob Marquardt,87.40,-80,80,85,115,120,125,85,125,210,AUS
Triumph Club Competition,2014-03-08,male,Chris Trayes,89.10,-90,90,-95,105,110,-115,90,110,200,AUS
Triumph Club Competition,2014-03-08,male,Elliot Blues,89.30,75,80,85,98,103,-108,85,103,188,AUS
Triumph Club Competition,2014-03-08,male,Martin Hearne,92.80,-65,-65,-65,,,,0,0,0,AUS
