event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,female,Keya Woodland,68.30,65,69,71,90,95,,71,95,166,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,female,Laila Estreich,64.05,-45,45,48,55,58,61,48,61,109,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,female,Sarah Hannay,68.95,35,36,39,45,50,55,39,55,94,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,female,Lindsay Vaughan,72.15,-68,68,71,85,88,90,71,90,161,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,female,Jen Davis,74.15,47,50,53,-72,72,-75,53,72,125,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,female,Carolyn Smith,70.30,45,48,-50,66,69,-72,48,69,117,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,female,Bronwyn Dunne,78.80,25,27,29,30,38,41,29,41,70,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,female,Julie Davis,53.30,23,24,25,35,36,37,25,37,62,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,female,Romi Jones,56.00,25,26,28,35,36,-38,28,36,64,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,female,Leandra Miscamble,68.50,29,31,33,45,47,49,33,49,82,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,female,Althea Mackie,71.45,41,43,45,58,60,-62,45,60,105,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,male,Cooper Wilson,48.00,40,43,-46,56,59,62,43,62,105,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,male,Griffen Squires,68.10,30,33,35,40,43,45,35,45,80,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,male,Robert Jarvis,80.65,85,-90,90,120,125,-130,90,125,215,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,male,Tim Meacham,80.15,70,75,80,90,100,110,80,110,190,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,male,Sharn Slade,90.85,60,65,70,90,95,100,70,100,170,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,male,Malcolm Sharman,86.10,60,-66,-70,75,80,85,60,85,145,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,male,Linzey Beister,104.50,-120,120,125,150,-155,-160,125,150,275,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,male,Damian Bergsma,112.25,50,54,56,70,75,-80,56,75,131,AUS
JME Qld Club Challenge Round 4 – Gold Coast,2014-11-08,male,Callum Hannay,79.30,60,65,70,80,85,87,70,87,157,AUS
