event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Jessica Brouff,63.00,50,52,54,57,60,63,54,63,117,AUS
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Madison Pearson,61.30,47,-50,50,57,60,63,50,63,113,AUS
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Fiona Redhead,63.70,44,-46,46,58,60,-62,46,60,106,AUS
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Hannah Norris,69.00,65,-68,69,83,-86,-86,69,83,152,AUS
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,female,Mikala Ferguson,72.40,52,54,-56,62,67,70,54,70,124,AUS
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Rory Scott,79.60,100,106,110,125,132,140,110,140,250,AUS
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Liam Saxby,88.10,130,-134,135,156,161,-166,135,161,296,AUS
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Leo Lark,81.20,115,-120,120,155,160,165,120,165,285,AUS
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,David Bock,88.40,100,105,-110,118,-122,125,105,125,230,AUS
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Delong Zheng,86.30,-95,97,102,120,125,128,102,128,230,AUS
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,James Ashford,83.80,55,58,61,66,69,72,61,72,133,AUS
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Harry Dickman,95.10,100,105,-111,125,130,138,105,138,243,AUS
MWC - Physique Science QWA Club Challenge - Round 2,2022-06-25,male,Blayze Sherry,91.00,100,105,108,125,130,-135,108,130,238,AUS
