event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,female,Alyce Stephenson,51.96,40,44,48,60,64,68,48,68,116,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,female,Hannah Baxter,65.54,40,-44,-44,60,65,68,40,68,108,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,female,Kate Fyfe,73.60,73,77,80,92,96,-100,80,96,176,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,female,Katelin Marks,71.44,64,68,72,82,86,90,72,90,162,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,female,Saphire Abraham,84.66,50,54,58,70,74,-78,58,74,132,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,female,Ripeka Kata,109.86,45,-50,50,-65,65,68,50,68,118,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,female,Susan Hornick,79.84,40,43,45,45,48,51,45,51,96,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Jett Gaffney,43.40,38,41,-43,-53,53,58,41,58,99,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Peter Abraham,54.74,26,30,33,40,44,48,33,48,81,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Stephen Fu,60.94,55,60,65,75,80,85,65,85,150,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Alexander Loft,58.68,15,16,17,15,17,20,17,20,37,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Michael Abraham,65.06,26,30,33,40,44,-48,33,44,77,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Rhys Dimmock,74.06,60,65,70,80,85,90,70,90,160,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Jithin Divakar,74.56,47,52,-57,65,70,75,52,75,127,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Adam Blair,71.34,45,50,55,60,65,70,55,70,125,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Sam Sidhu,84.74,64,67,-70,85,90,95,67,95,162,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Sam Hornick,83.30,50,55,60,70,75,80,60,80,140,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Angus Loft,100.02,25,28,32,42,46,50,32,50,82,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Mitchell Tomley,112.04,105,110,113,135,140,143,113,143,256,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Nathaniel Spinks,130.62,65,70,73,75,80,83,73,83,156,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,Rowan Baxter,84.28,85,90,-95,112,118,122,90,122,212,AUS
JME Qld Club Challenge Round 4 – Cougars,2015-10-31,male,David Lee,84.02,75,80,83,100,105,110,83,110,193,AUS
