event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,female,Jessica Bauer,57.90,35,38,40,53,57,60,40,60,100
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,female,Crystal Nelson,55.40,25,30,-35,35,40,43,30,43,73
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,female,Sheridan Heuston,60.50,40,-45,47,55,57,-60,47,57,104
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,female,Brooke Chant,70.20,35,-37,-38,50,-55,-55,35,50,85
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,female,Ainsleigh Flint,71.60,-25,27,-30,30,35,40,27,40,67
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,female,Christine Nicolson,66.50,25,27,31,50,-57,-60,31,50,81
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,female,Julie Sunderland,88.50,30,32,-35,42,45,-50,32,45,77
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,male,Matthew Crawford,68.60,-81,-81,-86,90,100,-105,0,100,0
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,male,Marty Skele,93.40,97,-102,-106,122,125,-128,97,125,222
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,male,Tim Evans,89.70,50,55,-61,80,90,-95,55,90,145
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,male,Luke Mooney,88.00,45,50,55,50,-60,60,55,60,115
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,male,Andy Staehr,105.10,60,70,75,85,92,100,75,100,175
JME Qld Club Challenge Round 1 – Darkside,2014-03-08,male,Andrew Waugh,78.00,-60,60,-65,70,75,80,60,80,140
