event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Youth Olympic Games,2014-08-16,female,Kiana Elliott,62.60,-73,73,78,86,-88,-88,78,86,164,AUS
Youth Olympic Games,2014-08-16,male,Aydan McMahon,67.83,95,100,-103,116,121,-125,100,121,221,AUS
