event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
SAWLA October Open,2015-10-03,female,Emily Perkes,57.90,35,40,45,-60,60,-63,45,60,105,AUS
SAWLA October Open,2015-10-03,female,Anna Shortt-Smith,61.26,45,48,50,60,63,65,50,65,115,AUS
SAWLA October Open,2015-10-03,female,Stephanie Ortiz,66.28,62,65,67,85,87,90,67,90,157,AUS
SAWLA October Open,2015-10-03,female,Leilani Dawes,74.04,-72,72,75,92,-97,97,75,97,172,AUS
SAWLA October Open,2015-10-03,female,Anastasia Pascoe,81.54,64,67,70,-83,85,87,70,87,157,AUS
SAWLA October Open,2015-10-03,female,Autumn Lee,89.34,-53,53,55,70,72,74,55,74,129,AUS
SAWLA October Open,2015-10-03,male,Le Nguyen,55.98,35,41,45,60,-65,-65,45,60,105,AUS
SAWLA October Open,2015-10-03,male,Jacob Wheeler,67.50,65,-72,72,90,100,-110,72,100,172,AUS
SAWLA October Open,2015-10-03,male,Frank Elliott,76.84,125,130,-135,150,-160,-170,130,150,280,AUS
SAWLA October Open,2015-10-03,male,Steven Dodson,74.78,-50,50,57,75,80,-85,57,80,137,AUS
SAWLA October Open,2015-10-03,male,Craig Swincer,74.04,43,-50,52,65,70,-85,52,70,122,AUS
SAWLA October Open,2015-10-03,male,Nathan Wiese,84.98,100,105,-112,120,125,-130,105,125,230,AUS
SAWLA October Open,2015-10-03,male,Ju Sung Han,80.88,60,65,70,-80,80,90,70,90,160,AUS
SAWLA October Open,2015-10-03,male,Robert Galsworthy,104.66,130,135,140,170,175,-180,140,175,315,AUS
SAWLA October Open,2015-10-03,male,Adam Richards,110.52,95,100,-105,115,120,125,100,125,225,AUS
SAWLA October Open,2015-10-03,male,Darren Clark,76.04,52,57,-65,85,-90,90,57,90,147,AUS
SAWLA October Open,2015-10-03,male,Kevin Slater,75.44,-85,-85,-85,110,115,-122,0,115,0,AUS
SAWLA October Open,2015-10-03,male,Ashley Dean Pascoe,120.30,50,55,57,75,80,85,57,85,142,AUS
