event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Alive Barbell Club Affiliation Cup,2014-01-25,female,Natalie Cardeno,53.60,30,31,32,50,51,52,32,52,84,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,female,Nadine Newbery,59.60,49,51,53,62,65,67,53,67,120,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,female,Jessica Kelly,59.40,25,28,31,35,40,45,31,45,76,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,female,Madeline Kelly,60.90,25,28,31,35,40,45,31,45,76,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,female,Rebecca Sonter,64.90,25,28,30,35,38,40,30,40,70,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,female,Rachel Smith,74.00,28,30,33,40,43,46,33,46,79,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,female,Nikki Waitai,78.90,30,33,-36,39,42,45,33,45,78,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,female,Michelle Davison,61.30,-44,44,46,55,58,-60,46,58,104,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,male,Kurei Smith,85.10,61,65,72,70,75,87,72,87,159,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,male,George Lobo,86.30,30,40,50,60,-65,65,50,65,115,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,male,Matthew Jones,95.40,45,50,60,70,75,85,60,85,145,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,male,Juan Murphy,78.10,50,55,60,70,75,82,60,82,142,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,male,Scott Williams,79.20,40,45,50,50,55,60,50,60,110,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,male,Justin Newbery,73.50,40,42,45,55,58,60,45,60,105,AUS
Alive Barbell Club Affiliation Cup,2014-01-25,male,Damien Neville,91.20,55,56,57,68,72,75,57,75,132,AUS
