event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Chugg Memorial,2016-02-06,female,Stephanie Pickrell,45.60,35,37,40,-55,55,57,40,57,97,AUS
Chugg Memorial,2016-02-06,female,Monique Booth,50.40,18,21,23,25,28,32,23,32,55,AUS
Chugg Memorial,2016-02-06,female,Charrae Myers,58.00,62,65,67,-78,82,-84,67,82,149,AUS
Chugg Memorial,2016-02-06,female,Tamara Coleman,58.00,-49,49,52,68,-70,70,52,70,122,AUS
Chugg Memorial,2016-02-06,female,Camilla Fogagnolo,72.90,79,84,88,104,108,-112,88,108,196,AUS
Chugg Memorial,2016-02-06,female,Beth Butt,69.90,-48,-48,-48,-62,62,-65,0,62,0,AUS
Chugg Memorial,2016-02-06,female,Anita Millington,135.15,59,63,65,94,99,103,65,103,168,AUS
Chugg Memorial,2016-02-06,female,Telyshia Jones,78.75,49,52,54,59,63,66,54,66,120,AUS
Chugg Memorial,2016-02-06,female,Annaliese Owen,85.55,42,-45,-45,50,55,-60,42,55,97,AUS
Chugg Memorial,2016-02-06,female,Nicolette Dunstone,50.90,45,48,50,-60,-62,62,50,62,112,AUS
Chugg Memorial,2016-02-06,female,Jo Beams,51.50,25,28,32,45,50,55,32,55,87,AUS
Chugg Memorial,2016-02-06,female,Jan Montesinos,52.30,15,16,17,-18,18,-20,17,18,35,AUS
Chugg Memorial,2016-02-06,female,Lyndal Kimpton,88.20,30,33,-36,47,50,52,33,52,85,AUS
Chugg Memorial,2016-02-06,male,Truen Johns,67.25,75,78,81,92,96,100,81,100,181,AUS
Chugg Memorial,2016-02-06,male,Dominic Newman,62.25,39,42,-45,48,51,53,42,53,95,AUS
Chugg Memorial,2016-02-06,male,Lukas Taylor,63.50,35,37,39,40,44,48,39,48,87,AUS
Chugg Memorial,2016-02-06,male,Sean Fitzgerald,76.35,-92,92,96,110,115,120,96,120,216,AUS
Chugg Memorial,2016-02-06,male,Alexander Tsakirakis,70.70,33,37,40,46,50,54,40,54,94,AUS
Chugg Memorial,2016-02-06,male,Thomas Fletcher,71.85,31,33,36,40,44,47,36,47,83,AUS
Chugg Memorial,2016-02-06,male,Micah Wade,84.35,-80,80,-85,115,118,120,80,120,200,AUS
Chugg Memorial,2016-02-06,male,Alex Placogiannakis,81.30,40,43,46,55,60,65,46,65,111,AUS
Chugg Memorial,2016-02-06,male,Lincoln Bowman,88.35,-80,80,-83,105,110,115,80,115,195,AUS
Chugg Memorial,2016-02-06,male,Dylan Oakford,99.55,115,119,123,-140,-145,-145,123,0,0,AUS
Chugg Memorial,2016-02-06,male,Zac Millhouse,75.75,94,98,-102,113,118,-122,98,118,216,AUS
Chugg Memorial,2016-02-06,male,Russell Kapper,73.20,77,81,83,96,100,-104,83,100,183,AUS
Chugg Memorial,2016-02-06,male,Shaun Leonard,80.40,75,78,-81,90,95,-100,78,95,173,AUS
Chugg Memorial,2016-02-06,male,Tim Sumpton,87.10,72,76,80,91,-96,-96,80,91,171,AUS
Chugg Memorial,2016-02-06,male,Warren Seen,91.60,70,-75,-75,94,98,-100,70,98,168,AUS
Chugg Memorial,2016-02-06,male,Ben Clark,91.90,-80,-80,-80,,,,0,0,0,AUS
Chugg Memorial,2016-02-06,male,Mick Burton,97.75,74,-79,-79,-103,103,108,74,108,182,AUS
Chugg Memorial,2016-02-06,male,Robert Gotts,121.35,65,-68,-68,90,-95,-95,65,90,155,AUS
