event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Memorial Open Competition,2020-09-26,female,Sophie Prater,46.78,25,30,35,35,40,45,35,45,80,AUS
Memorial Open Competition,2020-09-26,female,Macarena Sosa Bernales,54.46,35,-38,38,45,48,50,38,50,88,AUS
Memorial Open Competition,2020-09-26,female,Pei Gan,53.38,32,34,36,43,47,50,36,50,86,AUS
Memorial Open Competition,2020-09-26,female,Tiffany Williams,49.26,21,23,-25,-35,35,-38,23,35,58,AUS
Memorial Open Competition,2020-09-26,female,Fatima Yakubu,58.72,-86,86,88,107,111,-115,88,111,199,AUS
Memorial Open Competition,2020-09-26,female,Chloe Todd,58.44,44,47,-50,55,59,-62,47,59,106,AUS
Memorial Open Competition,2020-09-26,female,Sara Gabrielli,62.48,44,47,50,52,-56,57,50,57,107,AUS
Memorial Open Competition,2020-09-26,female,Alison Cranston,61.96,62,-65,-65,-79,-79,-80,62,0,0,AUS
Memorial Open Competition,2020-09-26,female,Jacqueline Nichele,69.70,78,81,84,98,102,-105,84,102,186,AUS
Memorial Open Competition,2020-09-26,female,Keely Barakat,66.14,72,75,-78,82,86,88,75,88,163,AUS
Memorial Open Competition,2020-09-26,female,Taneeka Bettenay,68.54,-65,65,68,85,88,-90,68,88,156,AUS
Memorial Open Competition,2020-09-26,female,Sacha Elms,70.18,68,71,-73,81,-84,-85,71,81,152,AUS
Memorial Open Competition,2020-09-26,female,Elizabeth Austin,70.16,60,65,-70,70,78,-83,65,78,143,AUS
Memorial Open Competition,2020-09-26,female,Kiara Debelak,65.68,33,36,-38,44,47,50,36,50,86,AUS
Memorial Open Competition,2020-09-26,female,Emily Fenech,75.20,67,70,73,88,92,96,73,96,169,AUS
Memorial Open Competition,2020-09-26,female,Benedicta Gibbs,72.78,-35,35,40,55,60,-64,40,60,100,AUS
Memorial Open Competition,2020-09-26,female,Georgia O'Connor,77.64,44,47,50,60,64,68,50,68,118,AUS
Memorial Open Competition,2020-09-26,female,Scout Symons,85.00,42,45,48,63,67,70,48,70,118,AUS
Memorial Open Competition,2020-09-26,female,Dimitra Tsiliaskopoulos,92.10,78,81,82,102,-106,106,82,106,188,AUS
Memorial Open Competition,2020-09-26,female,Leah Ellis,105.80,55,60,63,65,70,74,63,74,137,AUS
Memorial Open Competition,2020-09-26,male,Deacon Mercieca,53.34,53,56,59,72,77,81,59,81,140,AUS
Memorial Open Competition,2020-09-26,male,Peter Ali,54.38,-55,55,-60,70,75,81,55,81,136,AUS
Memorial Open Competition,2020-09-26,male,Nelson Cheng,57.96,57,61,65,77,81,-85,65,81,146,AUS
Memorial Open Competition,2020-09-26,male,Aiden Zvirblis,57.02,-23,23,25,30,33,-37,25,33,58,AUS
Memorial Open Competition,2020-09-26,male,Gordon Fu,66.56,-97,97,-104,-117,-117,-117,97,0,0,AUS
Memorial Open Competition,2020-09-26,male,Nicholas Predkowski,72.44,107,111,-115,124,-131,-131,111,124,235,AUS
Memorial Open Competition,2020-09-26,male,Rick Saha,69.84,80,84,88,105,110,115,88,115,203,AUS
Memorial Open Competition,2020-09-26,male,Jack Yang,71.50,85,89,-92,95,100,102,89,102,191,AUS
Memorial Open Competition,2020-09-26,male,Vincent Wang,70.96,75,80,83,98,102,106,83,106,189,AUS
Memorial Open Competition,2020-09-26,male,Jay Klaithin,72.62,65,70,72,78,83,88,72,88,160,AUS
Memorial Open Competition,2020-09-26,male,Andrew Custodio,70.68,60,65,-70,90,-95,-95,65,90,155,AUS
Memorial Open Competition,2020-09-26,male,Joshua Wu,77.74,114,118,-120,150,155,-160,118,155,273,AUS
Memorial Open Competition,2020-09-26,male,Alex Hersey,80.90,105,110,-115,-135,135,140,110,140,250,AUS
Memorial Open Competition,2020-09-26,male,Neil Cuizon,78.68,91,96,100,120,-130,-130,100,120,220,AUS
Memorial Open Competition,2020-09-26,male,Brent Taylor,80.26,80,85,90,108,115,-120,90,115,205,AUS
Memorial Open Competition,2020-09-26,male,Jonathan Miu,77.42,72,-76,76,97,102,-107,76,102,178,AUS
