event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Alyce Stephenson,50.74,60,-62,62,80,83,85,62,85,147,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Mary Barter,57.92,57,61,65,82,87,-92,65,87,152,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Logan Poon,62.58,60,-63,63,70,73,75,63,75,138,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Natalie Setiadji,61.34,-52,-52,52,72,75,-77,52,75,127,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Kaelah Thompson,63.22,46,49,-51,63,67,-70,49,67,116,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Imogen Blacka,60.68,-49,49,52,59,62,-65,52,62,114,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Adelaide Utz,62.98,45,48,-51,56,59,61,48,61,109,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Malgorzata Soroka,70.84,-55,55,-60,-70,70,-73,55,70,125,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Cecile Gamble,70.12,30,35,40,45,50,55,40,55,95,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Rachael Robinson,75.08,62,65,-68,82,86,-89,65,86,151,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Sarah Tanner,73.64,58,61,63,71,74,-77,63,74,137,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Hayley Dingle,86.92,46,49,52,64,67,71,52,71,123,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,female,Makayla Dingle,89.48,66,69,72,86,-89,-92,72,86,158,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Finn Lamond,43.50,34,37,-40,47,50,52,37,52,89,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Alex Hunt,55.14,38,42,46,42,46,50,46,50,96,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Ben Rotzied,57.90,22,26,28,34,38,42,28,42,70,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Blake Armitage,63.90,83,88,-92,113,118,122,88,122,210,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Divtej Singh,66.32,44,48,52,55,58,62,52,62,114,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Lincoln Hanson,72.58,93,97,-100,114,118,-121,97,118,215,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Chevy Sukkar,80.82,114,117,120,132,136,140,120,140,260,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Cameron Geraghty,80.44,84,88,-91,104,108,112,88,112,200,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Tashaun Solofa,77.58,48,50,52,65,69,-72,52,69,121,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Nathan George,83.52,95,100,105,125,130,135,105,135,240,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Sam Thorne,94.68,80,-85,-85,110,-115,115,80,115,195,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Bobby Johnson,98.96,90,95,-100,110,-120,-120,95,110,205,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Jonathan Willey,100.20,70,75,80,85,90,95,80,95,175,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Matthew Rowland,100.60,53,58,63,76,81,86,63,86,149,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Stephen Johnstone,102.10,72,-76,76,90,96,-100,76,96,172,AUS
Uesaka QLD Club Challenge and League Round 3,2018-10-13,male,Nathaniel Gamble,112.96,50,-55,-55,60,65,70,50,70,120,AUS
