event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,female,Char Stark,52.65,30,33,35,48,51,55,35,55,90
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,female,Rachel Mc Ewan,60.55,45,-48,48,63,-67,-67,48,63,111
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,female,Zoe Klibbe,61.50,32,35,37,40,43,-45,37,43,80
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,female,Liv Walford,68.90,40,45,-50,55,60,-65,45,60,105
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,female,Johanna Wesche,80.60,40,45,-50,60,65,-70,45,65,110
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,female,Elsa Lim,59.90,35,37,40,50,-53,55,40,55,95
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,male,Joel Fletcher,55.85,41,45,48,55,60,-63,48,60,108
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,male,Justice Fletcher,67.75,72,76,78,91,96,98,78,98,176
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,male,David De Rose,78.80,105,110,115,140,-150,0,115,140,255
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,male,Tim Holdsworth,84.10,85,90,95,105,115,120,95,120,215
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,male,Jacob Entsch,88.60,80,87,-92,105,110,-115,87,110,197
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,male,Samuel Petherick-Bowen,87.60,70,-75,75,85,-90,93,75,93,168
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,male,Sam Thomson,96.80,62,67,71,85,92,101,71,101,172
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,male,Richard Gray-Spence,103.50,55,60,65,85,90,-92,65,90,155
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,male,Chris Bannon,82.60,-95,-95,-96,-117,-117,-117,0,0,0
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,male,Murray Daniel,93.20,65,70,-76,90,100,106,70,106,176
JME Qld Club Challenge Round 3 – Cairns,2013-08-24,male,Stuart Allaburton,108.75,75,80,82,100,105,-107,82,105,187
