event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
State Junior/Senior/Masters Championships,2014-09-28,female,Caity Bearman,73.85,55,-58,-58,65,-70,-70,55,65,120
State Junior/Senior/Masters Championships,2014-09-28,female,Sarah Wignall,82.80,55,56,61,71,77,81,61,81,142
State Junior/Senior/Masters Championships,2014-09-28,female,Rebecca Patrick,79.85,56,61,-66,70,-80,-80,61,70,131
State Junior/Senior/Masters Championships,2014-09-28,female,Ebony Walters,86.25,48,52,55,65,70,76,55,76,131
State Junior/Senior/Masters Championships,2014-09-28,female,Lisa Halpin,78.75,52,-55,55,65,70,-75,55,70,125
State Junior/Senior/Masters Championships,2014-09-28,female,Michelle Murrell,80.25,45,-50,50,60,65,70,50,70,120
State Junior/Senior/Masters Championships,2014-09-28,female,Jade Crow,79.35,40,-44,-44,48,-52,-52,40,48,88
State Junior/Senior/Masters Championships,2014-09-28,female,Caroline Wickes,68.45,50,-53,-53,68,70,-72,50,70,120
State Junior/Senior/Masters Championships,2014-09-28,female,Amanda Foley,68.65,35,-40,40,45,50,-55,40,55,95
State Junior/Senior/Masters Championships,2014-09-28,female,Danielle Waller,114.20,60,65,-68,73,78,81,65,81,146
State Junior/Senior/Masters Championships,2014-09-28,female,Cheryl Falconer,90.65,25,-30,-30,35,-40,40,25,40,65
State Junior/Senior/Masters Championships,2014-09-28,male,William Saxton,54.90,50,54,-56,60,65,-67,54,65,119
State Junior/Senior/Masters Championships,2014-09-28,male,Ben Shadbolt,44.90,20,23,-26,27,30,35,23,35,58
State Junior/Senior/Masters Championships,2014-09-28,male,Benjamin La Cunza-Watson,36.90,17,19,20,25,-27,-27,20,25,45
State Junior/Senior/Masters Championships,2014-09-28,male,Zack Smith,34.25,15,-17,17,17,21,-24,17,21,38
State Junior/Senior/Masters Championships,2014-09-28,male,Matthew Munns,75.30,-118,118,123,-150,150,160,123,160,283
State Junior/Senior/Masters Championships,2014-09-28,male,Mandeep Singh,83.60,112,117,-121,145,-150,0,117,145,262
State Junior/Senior/Masters Championships,2014-09-28,male,Garth Vandenende,80.35,110,-120,-120,140,-148,0,110,140,250
State Junior/Senior/Masters Championships,2014-09-28,male,Joel Oliver,80.10,95,100,105,120,125,130,105,130,235
State Junior/Senior/Masters Championships,2014-09-28,male,Jordan Stares,84.60,90,95,-100,120,-125,125,95,125,220
State Junior/Senior/Masters Championships,2014-09-28,male,Adam Wanstall,81.55,-90,90,96,-113,115,120,96,120,216
State Junior/Senior/Masters Championships,2014-09-28,male,Jonah Logue,84.40,90,-96,-96,106,-112,115,90,115,205
State Junior/Senior/Masters Championships,2014-09-28,male,Karl Moyse,83.15,85,-90,-92,-105,105,112,85,112,197
State Junior/Senior/Masters Championships,2014-09-28,male,Ryan Woodall,86.80,100,105,-110,130,-18,140,105,140,245
State Junior/Senior/Masters Championships,2014-09-28,male,Mathew Edwards,88.40,100,-106,-106,120,-125,-125,100,120,220
State Junior/Senior/Masters Championships,2014-09-28,male,Manasseh Gudgeon,97.20,105,112,-120,135,-143,143,112,143,255
State Junior/Senior/Masters Championships,2014-09-28,male,Mike Dean,67.30,47,50,52,60,65,70,52,70,122
State Junior/Senior/Masters Championships,2014-09-28,male,John Necoscou,83.50,-85,-85,88,110,-117,-124,85,110,195
State Junior/Senior/Masters Championships,2014-09-28,male,Craig Burrows,84.35,-55,55,-60,70,80,-85,55,80,135
State Junior/Senior/Masters Championships,2014-09-28,male,Paul Falconer,82.20,35,40,43,-45,50,55,43,55,98
State Junior/Senior/Masters Championships,2014-09-28,male,Adrian Frankling,90.65,80,85,87,100,105,-108,87,105,192
State Junior/Senior/Masters Championships,2014-09-28,male,Derek D'Mellow,95.10,65,70,-74,95,100,102,70,102,172
State Junior/Senior/Masters Championships,2014-09-28,male,Justin Paul,95.10,65,-70,70,80,90,95,70,95,165
State Junior/Senior/Masters Championships,2014-09-28,male,Alan Lewis,93.30,-30,-30,30,30,35,40,30,40,70
