event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
OWF & CWF Masters Championships,2019-06-13,female,Denese Billings,43.10,32,-34,34,42,-45,-45,34,42,76,AUS
OWF & CWF Masters Championships,2019-06-13,female,Alison Mcdonald,43.34,-21,21,,21,24,-26,21,24,45,AUS
OWF & CWF Masters Championships,2019-06-13,female,Christine Yiannakis,47.18,40,42,44,-59,59,62,44,62,106,AUS
OWF & CWF Masters Championships,2019-06-13,female,Mary Macken,48.48,35,38,40,45,-49,49,40,49,89,AUS
OWF & CWF Masters Championships,2019-06-13,female,Lisa Souter,48.68,32,-34,-34,42,44,46,32,46,78,AUS
OWF & CWF Masters Championships,2019-06-13,female,Annette Willmott,48.10,-27,28,30,38,40,42,30,42,72,AUS
OWF & CWF Masters Championships,2019-06-13,female,Lyndsay Cunningham,48.45,-27,27,29,33,36,-39,29,36,65,AUS
OWF & CWF Masters Championships,2019-06-13,female,Monika Endres,48.94,53,-56,-56,-65,-65,-65,53,0,0,AUS
OWF & CWF Masters Championships,2019-06-13,female,Tara Noonan,54.80,54,58,61,66,70,-74,61,70,131,AUS
OWF & CWF Masters Championships,2019-06-13,female,Odette Smith,54.88,53,-56,57,68,71,-75,57,71,128,AUS
OWF & CWF Masters Championships,2019-06-13,female,Kerri Mailer Carreira,52.06,50,-53,54,72,-75,-75,54,72,126,AUS
OWF & CWF Masters Championships,2019-06-13,female,Lindsey Patterson,54.18,44,47,49,63,66,-68,49,66,115,AUS
OWF & CWF Masters Championships,2019-06-13,female,Vanessa Robinson,53.74,-45,45,47,60,63,66,47,66,113,AUS
OWF & CWF Masters Championships,2019-06-13,female,Melissa Hanson,54.48,44,46,48,-59,59,62,48,62,110,AUS
OWF & CWF Masters Championships,2019-06-13,female,Vanessa Lawgun,52.06,40,42,-45,58,-61,-61,42,58,100,AUS
OWF & CWF Masters Championships,2019-06-13,female,Linda Kyritsis,54.64,35,-40,42,52,57,-61,42,57,99,AUS
OWF & CWF Masters Championships,2019-06-13,female,Laura Mittenthal,53.74,37,39,-41,55,57,59,39,59,98,AUS
OWF & CWF Masters Championships,2019-06-13,female,Kim Walker,52.12,35,-38,40,45,48,51,40,51,91,AUS
