event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Ian Laurie Cup,2018-11-03,female,Natalia Chorobczyk,53.85,63,-68,71,77,82,-87,71,82,153,AUS
Ian Laurie Cup,2018-11-03,female,Ashleigh Ricca,53.25,55,58,61,-73,73,-77,61,73,134,AUS
Ian Laurie Cup,2018-11-03,female,Emily Scott,50.40,56,59,-62,74,-77,-77,59,74,133,AUS
Ian Laurie Cup,2018-11-03,female,Youlin Koh,58.50,45,48,-50,-50,54,-57,48,54,102,AUS
Ian Laurie Cup,2018-11-03,female,Erika Yamasaki,61.80,68,72,-74,95,-100,-100,72,95,167,AUS
Ian Laurie Cup,2018-11-03,female,Sarah Caruana,63.60,-60,-60,60,75,-80,80,60,80,140,AUS
Ian Laurie Cup,2018-11-03,female,Sarah Florence,61.95,56,59,-62,66,70,-73,59,70,129,AUS
Ian Laurie Cup,2018-11-03,female,Niamh Meagher,63.40,47,-50,51,67,71,-74,51,71,122,AUS
Ian Laurie Cup,2018-11-03,female,Meenakshi Pradhan,61.00,35,39,41,50,54,57,41,57,98,AUS
Ian Laurie Cup,2018-11-03,female,Katrina Jorna,63.55,35,39,41,45,49,-51,41,49,90,AUS
Ian Laurie Cup,2018-11-03,female,Joanne Flesfadar,68.40,67,70,-72,77,80,83,70,83,153,AUS
Ian Laurie Cup,2018-11-03,female,Stephanie Davies,71.05,85,90,95,108,112,116,95,116,211,AUS
Ian Laurie Cup,2018-11-03,female,Caity Haniver,73.45,73,78,-83,90,94,-98,78,94,172,AUS
Ian Laurie Cup,2018-11-03,female,Bianca O'Kane,73.75,60,63,65,80,83,85,65,85,150,AUS
Ian Laurie Cup,2018-11-03,female,Sally Fuller,74.30,35,40,-42,53,56,58,40,58,98,AUS
Ian Laurie Cup,2018-11-03,female,Taamika-Maira Witehira,77.90,30,33,35,37,41,45,35,45,80,AUS
Ian Laurie Cup,2018-11-03,female,Sophie Popkiss,81.65,48,52,-54,60,65,-67,52,65,117,AUS
Ian Laurie Cup,2018-11-03,female,Stephanie Pallhorn,82.90,46,49,52,-64,64,-67,52,64,116,AUS
Ian Laurie Cup,2018-11-03,male,Jabez Teitinga,64.90,65,-70,70,85,90,92,70,92,162,AUS
Ian Laurie Cup,2018-11-03,male,Tianfan Wang,72.60,75,-80,-80,95,-100,-100,75,95,170,AUS
Ian Laurie Cup,2018-11-03,male,Wayne Zhou,80.25,105,-108,108,128,133,135,108,135,243,AUS
Ian Laurie Cup,2018-11-03,male,Reece Jones,80.55,100,104,-107,126,132,136,104,136,240,AUS
Ian Laurie Cup,2018-11-03,male,Chris Ackland,76.30,100,-105,-105,122,-125,-128,100,122,222,AUS
Ian Laurie Cup,2018-11-03,male,Michael Vincent,77.20,82,-87,-87,107,113,-117,82,113,195,AUS
Ian Laurie Cup,2018-11-03,male,Cao Tran,74.50,78,83,-86,97,-102,-102,83,97,180,AUS
Ian Laurie Cup,2018-11-03,male,Bach Nguyen,75.15,75,-80,-80,95,-100,-100,75,95,170,AUS
Ian Laurie Cup,2018-11-03,male,Marcus Tan,76.50,53,-57,-57,65,70,75,53,75,128,AUS
Ian Laurie Cup,2018-11-03,male,Samuel Katz,76.15,-85,-90,-90,110,-117,-117,0,110,0,AUS
Ian Laurie Cup,2018-11-03,male,Tiew Kai Ting,76.30,90,95,-100,-115,,,95,0,0,AUS
Ian Laurie Cup,2018-11-03,male,Boris Elesin,86.60,125,130,137,150,157,-162,137,157,294,AUS
Ian Laurie Cup,2018-11-03,male,Daniel Katz,86.05,120,125,130,160,-165,-165,130,160,290,AUS
Ian Laurie Cup,2018-11-03,male,Matthew Pit,88.30,110,115,-120,140,150,-155,115,150,265,AUS
Ian Laurie Cup,2018-11-03,male,Kieran Eldridge,85.80,105,110,112,135,-140,-140,112,135,247,AUS
Ian Laurie Cup,2018-11-03,male,Charles Moore,86.90,95,100,107,125,132,138,107,138,245,AUS
Ian Laurie Cup,2018-11-03,male,Alan Xue,88.70,87,-92,92,113,118,-121,92,118,210,AUS
Ian Laurie Cup,2018-11-03,male,Scott Pavlovic,86.40,80,-85,-85,110,115,117,80,117,197,AUS
Ian Laurie Cup,2018-11-03,male,Luke Gray,87.85,57,62,65,77,81,85,65,85,150,AUS
Ian Laurie Cup,2018-11-03,male,Chris Duthie,89.00,60,65,,75,,,65,75,140,AUS
Ian Laurie Cup,2018-11-03,male,Kieran Hogan,89.00,-120,120,-125,-148,-150,-150,120,0,0,AUS
Ian Laurie Cup,2018-11-03,male,Nicodemus Scheelings,95.75,120,125,-130,150,-157,157,125,157,282,AUS
Ian Laurie Cup,2018-11-03,male,Michael Censori,90.60,102,107,-110,140,146,152,107,152,259,AUS
Ian Laurie Cup,2018-11-03,male,Thomas Moore,94.90,105,110,115,-125,125,135,115,135,250,AUS
Ian Laurie Cup,2018-11-03,male,Karol Strus,91.50,82,87,90,112,117,-120,90,117,207,AUS
Ian Laurie Cup,2018-11-03,male,Warren Hellisen,101.45,-105,-105,105,135,-150,152,105,152,257,AUS
Ian Laurie Cup,2018-11-03,male,Tristan Prazeus,96.30,75,80,-83,107,112,116,80,116,196,AUS
Ian Laurie Cup,2018-11-03,male,Luke James,103.25,-95,95,100,117,-123,-123,100,117,217,AUS
Ian Laurie Cup,2018-11-03,male,Aaron Gray,110.80,-100,103,108,122,125,130,108,130,238,AUS
Ian Laurie Cup,2018-11-03,male,Edward Plowman,130.30,90,97,-105,120,130,-135,97,130,227,AUS
