event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Qld U15 & Youth Championships,2016-04-30,female,Caitlin Wadwell,48.00,31,35,37,42,46,-48,37,46,83
Qld U15 & Youth Championships,2016-04-30,female,Alyssa Hotai-Walters,46.80,22,24,26,32,34,36,26,36,62
Qld U15 & Youth Championships,2016-04-30,female,Emily Poles,41.90,20,22,24,25,27,29,24,29,53
Qld U15 & Youth Championships,2016-04-30,female,Maddison Power,44.70,20,-23,23,22,25,28,23,28,51
Qld U15 & Youth Championships,2016-04-30,female,Emily Hinschen,31.60,17,19,20,23,26,28,20,28,48
Qld U15 & Youth Championships,2016-04-30,female,Christina Lai,33.00,17,19,20,25,-27,-28,20,25,45
Qld U15 & Youth Championships,2016-04-30,female,Amity Salisbury,39.90,15,17,-18,17,20,22,17,22,39
Qld U15 & Youth Championships,2016-04-30,female,Mia Gaudry,50.40,35,38,41,50,54,57,41,57,98
Qld U15 & Youth Championships,2016-04-30,female,Anika Wilson,53.00,28,30,32,32,35,37,32,37,69
Qld U15 & Youth Championships,2016-04-30,female,Brezee-Saige Carroll,48.40,18,20,23,30,32,35,23,35,58
Qld U15 & Youth Championships,2016-04-30,female,Chelsea Freier,56.30,42,-46,-46,-51,51,55,42,55,97
Qld U15 & Youth Championships,2016-04-30,female,Lillian Poles,57.00,25,27,29,35,38,41,29,41,70
Qld U15 & Youth Championships,2016-04-30,female,Caitlin Steel,55.80,22,25,28,34,37,40,28,40,68
Qld U15 & Youth Championships,2016-04-30,female,Lily Wilson,59.10,40,43,45,50,53,55,45,55,100
Qld U15 & Youth Championships,2016-04-30,female,Shannon Salisbury,60.70,24,28,30,35,38,40,30,40,70
Qld U15 & Youth Championships,2016-04-30,female,Leah Hannant,59.60,25,28,-31,35,38,41,28,41,69
Qld U15 & Youth Championships,2016-04-30,female,Alana Evans,66.20,46,48,50,61,-64,-64,50,61,111
Qld U15 & Youth Championships,2016-04-30,female,Jasmine Fuhlbohm,66.80,34,37,40,47,51,55,40,55,95
Qld U15 & Youth Championships,2016-04-30,female,Kylie Salisbury,66.70,24,28,31,35,-40,42,31,42,73
Qld U15 & Youth Championships,2016-04-30,female,Hope Ward,69.40,28,32,36,43,47,-51,36,47,83
Qld U15 & Youth Championships,2016-04-30,female,Saphire Abraham,83.70,70,-73,-75,80,84,86,70,86,156
Qld U15 & Youth Championships,2016-04-30,female,Bronwyn Dunne,87.20,53,56,-60,72,76,-80,56,76,132
Qld U15 & Youth Championships,2016-04-30,male,Cooper Wilson,55.20,60,66,-69,83,87,90,66,90,156
Qld U15 & Youth Championships,2016-04-30,male,Jett Gaffney,48.10,44,48,50,62,66,-70,50,66,116
Qld U15 & Youth Championships,2016-04-30,male,Peter Abraham,55.50,36,39,42,49,53,56,42,56,98
Qld U15 & Youth Championships,2016-04-30,male,Cooper Ward,49.20,35,38,40,44,47,50,40,50,90
Qld U15 & Youth Championships,2016-04-30,male,Jed Rogers,48.90,33,-35,-35,45,50,52,33,52,85
Qld U15 & Youth Championships,2016-04-30,male,Declan Galligan,43.30,33,35,37,42,45,-47,37,45,82
Qld U15 & Youth Championships,2016-04-30,male,Jed Bignell,55.00,26,29,31,35,39,41,31,41,72
Qld U15 & Youth Championships,2016-04-30,male,Kaia Davis,49.30,24,27,-30,33,35,-37,27,35,62
Qld U15 & Youth Championships,2016-04-30,male,Finn Lamond,31.70,-20,-20,20,25,28,30,20,30,50
Qld U15 & Youth Championships,2016-04-30,male,Lyall Nixon,39.90,17,20,22,22,25,28,22,28,50
Qld U15 & Youth Championships,2016-04-30,male,Martyn Steel,52.30,16,18,20,24,28,-31,20,28,48
Qld U15 & Youth Championships,2016-04-30,male,Kobe Teede,30.20,15,17,19,19,22,25,19,25,44
Qld U15 & Youth Championships,2016-04-30,male,Balin Beister,52.90,16,18,19,18,20,22,19,22,41
Qld U15 & Youth Championships,2016-04-30,male,Brighton Lake,60.40,65,70,73,80,-83,83,73,83,156
Qld U15 & Youth Championships,2016-04-30,male,Matthew Eichmann,61.20,63,66,69,77,-81,-83,69,77,146
Qld U15 & Youth Championships,2016-04-30,male,Mathew Laird,58.70,45,49,52,63,67,68,52,68,120
Qld U15 & Youth Championships,2016-04-30,male,Dillon Fisler,61.40,47,50,53,60,63,67,53,67,120
Qld U15 & Youth Championships,2016-04-30,male,Morgan Spencer,60.80,30,35,40,45,50,-53,40,50,90
