event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Rome World Cup,2020-01-27,female,Eileen Cikamatana,80.90,110,115,-120,140,-150,-159,115,140,255,AUS
