event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Central Queensland Open,2015-08-22,male,Amy Busby White,76.00,-40,40,-43,60,-63,-63,40,60,100,AUS
Central Queensland Open,2015-08-22,female,Sarah Price,58.00,30,33,36,45,47,50,36,50,86,AUS
Central Queensland Open,2015-08-22,female,Emma Chadwick,60.00,38,42,-46,52,55,-60,42,55,97,AUS
Central Queensland Open,2015-08-22,female,Emma Zawila,69.00,56,60,63,71,-75,75,63,75,138,AUS
Central Queensland Open,2015-08-22,female,Angie Arnold,66.00,37,40,42,-47,50,53,42,53,95,AUS
Central Queensland Open,2015-08-22,female,Erin Georgeson,73.00,64,68,70,83,85,88,70,88,158,AUS
Central Queensland Open,2015-08-22,female,Chloe Learmont,70.00,45,48,55,76,79,-82,55,79,134,AUS
Central Queensland Open,2015-08-22,female,Kristy Feddersen,70.00,60,-66,66,,,,66,0,0,AUS
Central Queensland Open,2015-08-22,male,Ben Mckenzie,42.20,31,33,35,-42,43,46,35,46,81,AUS
Central Queensland Open,2015-08-22,male,Callum Mayfield,91.30,70,-73,75,92,-95,95,75,95,170,AUS
Central Queensland Open,2015-08-22,male,Simon Boak,92.10,57,62,66,77,82,90,66,90,156,AUS
Central Queensland Open,2015-08-22,male,Cameron Goltz,95.14,80,-85,-85,110,115,-120,80,115,195,AUS
Central Queensland Open,2015-08-22,male,Bradley Hill,84.04,-52,52,55,85,89,93,55,93,148,AUS
