event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
SAWLA/ SAWC Open & State Masters Round 3,2012-07-28,female,Kirsty Cathcart,86.92,40,42,45,55,-57,-57,45,55,100,AUS
SAWLA/ SAWC Open & State Masters Round 3,2012-07-28,male,Jerome Squires,75.64,70,75,-80,95,-95,95,75,95,170,AUS
SAWLA/ SAWC Open & State Masters Round 3,2012-07-28,male,Jack Strudwicke,72.72,-55,-60,-60,,,,0,0,0,AUS
SAWLA/ SAWC Open & State Masters Round 3,2012-07-28,male,Frank Elliott,84.84,95,101,-108,125,-132,132,101,132,233,AUS
SAWLA/ SAWC Open & State Masters Round 3,2012-07-28,male,Toby Cathcart,88.92,72,75,-80,100,105,-107,75,105,180,AUS
SAWLA/ SAWC Open & State Masters Round 3,2012-07-28,male,Matthew Sulkowski,93.14,50,55,60,65,70,-75,60,70,130,AUS
SAWLA/ SAWC Open & State Masters Round 3,2012-07-28,male,Elias Arcondoulis,101.48,80,90,-100,120,130,133,90,133,223,AUS
SAWLA/ SAWC Open & State Masters Round 3,2012-07-28,male,Arjun Tokhi,78.66,65,70,75,90,95,100,75,100,175,AUS
SAWLA/ SAWC Open & State Masters Round 3,2012-07-28,male,John Humphrys,83.58,40,45,-47,50,-56,-56,45,50,95,AUS
SAWLA/ SAWC Open & State Masters Round 3,2012-07-28,male,Ashley Dean Pascoe,114.50,50,55,,65,70,72,55,72,127,AUS
