event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,female,Chelsea Freier,55.60,38,42,44,48,-53,-53,44,48,92,AUS
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,female,Tanya Eames,62.60,41,-45,-45,54,59,62,41,62,103,AUS
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,female,Janine Pye,67.80,46,49,50,55,58,60,50,60,110,AUS
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,female,Tessa Milton,65.90,40,-45,45,55,58,60,45,60,105,AUS
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,female,Chloe Kerwick,83.50,55,58,60,65,68,70,60,70,130,AUS
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,female,Janene Hughes,73.60,42,45,-47,52,55,57,45,57,102,AUS
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,female,Rebecca Gowland,76.30,27,30,-32,45,50,-53,30,50,80,AUS
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,male,Ben Robinson,71.80,32,36,39,47,50,52,39,52,91,AUS
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,male,Aden Creed,91.90,80,85,-90,102,107,-110,85,107,192,AUS
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,male,Joshua Acason,92.00,50,54,-57,71,75,79,54,79,133,AUS
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,male,Andrew Taylor,101.90,95,-100,-102,120,125,-130,95,125,220,AUS
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,male,Greg Hobl,80.00,73,78,83,95,100,102,83,102,185,AUS
JME Qld Club Challenge Round 3 – Toowoomba,2015-08-22,male,Chris Kassulke,81.30,55,-60,60,80,85,88,60,88,148,AUS
