event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,female,Jemma Cowper,57.30,20,24,26,33,37,41,26,41,67,AUS
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,female,Lisa Polowyj,59.80,-35,35,-38,-52,-55,55,35,55,90,AUS
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,female,Ella Jones,59.20,35,38,40,45,48,-50,40,48,88,AUS
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,female,Bella Vallejo,69.20,47,50,52,70,-75,-75,52,70,122,AUS
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,female,Angela Barnas,73.00,42,45,-48,62,65,68,45,68,113,AUS
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,female,Laura Keldoulis,71.70,22,27,30,30,35,40,30,40,70,AUS
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,male,Ty Huston,46.20,25,28,-30,30,33,-35,28,33,61,AUS
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,male,David Capill,70.80,85,87,90,-120,-120,120,90,120,210,AUS
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,male,Jakob Daniels,84.80,105,-110,-115,135,-140,-145,105,135,240,AUS
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,male,Connor Duff,82.20,60,62,65,80,82,85,65,85,150,AUS
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,male,Thomas O'Brien,130.70,55,60,67,75,83,90,67,90,157,AUS
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,male,Steve Stockley,80.40,-88,88,-92,-112,112,-117,88,112,200,AUS
JME Qld Club Challenge Round 2 – Sunshine Coast,2014-07-11,male,Trevor Walz,78.70,60,-65,-65,83,87,-90,60,87,147,AUS
