event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Oly 4 Kids,2019-07-20,female,Ciara Quinsee,40.55,25,27,29,27,34,-38,29,34,63,AUS
Oly 4 Kids,2019-07-20,female,Kaylie Breeze,37.30,13,15,17,16,18,21,17,21,38,AUS
Oly 4 Kids,2019-07-20,female,Georgia Newick,43.50,13,15,17,16,18,21,17,21,38,AUS
Oly 4 Kids,2019-07-20,female,Charlee Hodges,26.20,8,9,10,10,11,13,10,13,23,AUS
Oly 4 Kids,2019-07-20,female,Chloe Wright,33.70,8,9,-10,10,11,13,9,13,22,AUS
Oly 4 Kids,2019-07-20,female,Lily Dawson,31.70,8,9,-10,10,11,13,9,13,22,AUS
Oly 4 Kids,2019-07-20,female,Eden Hodges,20.40,7,8,9,-10,10,11,9,11,20,AUS
Oly 4 Kids,2019-07-20,female,Emilee Kennedy,23.80,3,4,5,5,6,7,5,7,12,AUS
Oly 4 Kids,2019-07-20,female,Talia Joyce,52.00,36,-39,-39,45,-47,47,36,47,83,AUS
Oly 4 Kids,2019-07-20,female,Ruby Wilson,54.25,15,16,17,20,23,25,17,25,42,AUS
Oly 4 Kids,2019-07-20,female,Sharni Quinsee,62.90,30,35,37,45,50,53,37,53,90,AUS
Oly 4 Kids,2019-07-20,female,Tanaya Quinsee,69.10,-50,-50,50,-60,-63,63,50,63,113,AUS
Oly 4 Kids,2019-07-20,female,Ashton Hoover,74.05,42,43,-45,50,54,56,43,56,99,AUS
Oly 4 Kids,2019-07-20,male,Luke Brennan,37.60,15,-18,-18,15,18,22,15,22,37,AUS
Oly 4 Kids,2019-07-20,male,Tadhg Harmer,19.60,5,6,-7,6,8,9,6,9,15,AUS
Oly 4 Kids,2019-07-20,male,Walker Dhu,21.10,-5,-5,,6,7,8,0,8,0,AUS
Oly 4 Kids,2019-07-20,male,Jett Hoover,75.05,35,40,42,50,-55,55,42,55,97,AUS
Oly 4 Kids,2019-07-20,male,Adam Mcwhinnie,76.25,-37,-40,-40,,,,0,0,0,AUS
