event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,female,Chelsea Freier,50.50,22,24,-26,30,32,34,24,34,58,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,female,Rachel Mcclure,57.10,23,27,30,28,31,35,30,35,65,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,female,Christine Meier,59.00,70,73,75,88,-90,90,75,90,165,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,female,Samara Leamon,63.30,55,-58,60,-68,68,71,60,71,131,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,female,Abbey Hughes,64.00,36,39,41,45,50,52,41,52,93,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,female,Deborah Acason,92.10,102,106,-108,125,130,-132,106,130,236,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,female,Bronwyn Hitchener,74.20,55,58,60,65,70,75,60,75,135,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,male,Jed Roberts,61.00,27,31,34,37,42,46,34,46,80,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,male,Aden Creed,84.20,67,70,72,85,90,93,72,93,165,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,male,Adam Hoyes,89.30,69,72,-75,100,105,-108,72,105,177,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,male,Joshua Stenhouse,91.10,50,55,60,60,65,70,60,70,130,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,male,Joshua Acason,88.90,40,45,48,52,57,61,48,61,109,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,male,Andrew Taylor,98.90,75,79,81,102,107,110,81,110,191,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,male,Paul Grieco,104.30,63,66,-69,75,80,82,66,82,148,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,male,Timothy Hitchener,122.70,67,-71,73,82,87,-90,73,87,160,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,male,Greg Hobl,79.50,76,81,83,95,100,103,83,103,186,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,male,Chris Kassulke,80.60,47,-52,52,75,80,85,52,85,137,AUS
JME Qld Club Challenge Round 1 – Toowoomba,2014-03-08,male,Jeremy Zabski,82.10,75,79,81,100,105,107,81,107,188,AUS
