event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
NTWA Christmas Open and Masters Competition,2012-11-25,female,Marnie Becker,66.95,55,58,-60,70,-73,-75,58,70,128,AUS
NTWA Christmas Open and Masters Competition,2012-11-25,female,May Dunlop,65.25,35,42,-48,55,60,-65,42,60,102,AUS
NTWA Christmas Open and Masters Competition,2012-11-25,female,Anna Boubaris,57.02,30,-33,35,-43,45,-48,35,45,80,AUS
NTWA Christmas Open and Masters Competition,2012-11-25,female,Lisa Menchetti,60.10,-60,-60,-63,,,,0,0,0,AUS
NTWA Christmas Open and Masters Competition,2012-11-25,male,Cian Gray,67.90,67,-71,-73,100,-103,-103,67,100,167,AUS
NTWA Christmas Open and Masters Competition,2012-11-25,male,Aaron Griggs,75.50,-85,-85,85,100,105,110,85,110,195,AUS
NTWA Christmas Open and Masters Competition,2012-11-25,male,Clint Holland,83.45,70,75,80,90,95,100,80,100,180,AUS
NTWA Christmas Open and Masters Competition,2012-11-25,male,Kyle Spiteri,88.40,105,110,-115,-135,-140,140,110,140,250,AUS
NTWA Christmas Open and Masters Competition,2012-11-25,male,Stuart Peace,96.70,45,50,-55,70,75,82,50,82,132,AUS
NTWA Christmas Open and Masters Competition,2012-11-25,male,Graham Walker,60.90,70,75,80,90,95,-100,80,95,175,AUS
NTWA Christmas Open and Masters Competition,2012-11-25,male,Terrence Munro,63.35,40,45,-48,50,-55,-55,45,50,95,AUS
NTWA Christmas Open and Masters Competition,2012-11-25,male,Denis Maddalozzo,85.00,50,55,60,65,70,-75,60,70,130,AUS
