event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Dungeon Barbell Club competition,2021-05-09,female,Shannon Good,58.70,48,51,54,58,62,66,54,66,120,AUS
Dungeon Barbell Club competition,2021-05-09,female,Rachel Mc Ewan,62.40,48,50,53,58,63,-67,53,63,116,AUS
Dungeon Barbell Club competition,2021-05-09,female,Elizabeth Buikstra,65.40,38,42,46,48,52,56,46,56,102,AUS
Dungeon Barbell Club competition,2021-05-09,female,Andrea Thomas,75.40,37,40,43,49,52,55,43,55,98,AUS
Dungeon Barbell Club competition,2021-05-09,female,Margaret Lees,71.70,15,16,17,15,16,17,17,17,34,AUS
Dungeon Barbell Club competition,2021-05-09,female,Lynette Thompson,86.00,33,38,43,43,48,53,43,53,96,AUS
Dungeon Barbell Club competition,2021-05-09,male,Brant Petruszewski,76.90,66,69,72,99,-101,-103,72,99,171,AUS
Dungeon Barbell Club competition,2021-05-09,male,Ludek Prokes,81.00,33,35,-37,40,-45,45,35,45,80,AUS
Dungeon Barbell Club competition,2021-05-09,male,Malcolm Wright,89.00,97,104,107,117,124,130,107,130,237,AUS
Dungeon Barbell Club competition,2021-05-09,male,Aaron Gordon,83.30,67,70,-72,-83,-83,83,70,83,153,AUS
Dungeon Barbell Club competition,2021-05-09,male,James Mildren,95.50,76,79,-84,-96,96,-101,79,96,175,AUS
Dungeon Barbell Club competition,2021-05-09,male,Joshua Guy,107.00,70,75,80,90,97,-105,80,97,177,AUS
