event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
Grizzly’s #2,2018-11-18,female,Lily Dawson,29.60,3,4,5,4,6,7,5,7,12,AUS
Grizzly’s #2,2018-11-18,female,Holly Russell,21.10,4,5,6,5,,,6,5,11,AUS
Grizzly’s #2,2018-11-18,female,Ramona Faamausili-Fala,47.70,25,28,30,35,38,-40,30,38,68,AUS
Grizzly’s #2,2018-11-18,female,Aniska Swanepoel,49.00,15,-18,18,18,20,23,18,23,41,AUS
Grizzly’s #2,2018-11-18,female,Indyana Kirschke,47.20,6,7,8,11,13,15,8,15,23,AUS
Grizzly’s #2,2018-11-18,female,Junko Matsuzaki,53.00,25,-26,26,-41,41,-42,26,41,67,AUS
Grizzly’s #2,2018-11-18,female,Ruby Wilson,51.40,11,13,15,18,20,-21,15,20,35,AUS
Grizzly’s #2,2018-11-18,female,Madison O’boyle,59.30,62,65,67,-84,85,-88,67,85,152,AUS
Grizzly’s #2,2018-11-18,female,Ruby Carwardine,69.00,64,68,70,85,-90,-90,70,85,155,AUS
Grizzly’s #2,2018-11-18,female,Marie Dawson,65.60,42,44,46,59,61,64,46,64,110,AUS
Grizzly’s #2,2018-11-18,female,Topaz-Jean Porter,68.70,28,31,36,38,40,43,36,43,79,AUS
Grizzly’s #2,2018-11-18,female,Paige Glenn,75.60,55,58,-61,75,-77,77,58,77,135,AUS
Grizzly’s #2,2018-11-18,female,Kathy Rice,72.60,45,-48,-48,60,-64,64,45,64,109,AUS
Grizzly’s #2,2018-11-18,female,Adelaide Faamausili Fala,91.30,58,62,-66,70,76,-80,62,76,138,AUS
Grizzly’s #2,2018-11-18,female,Marnike Swanepoel,99.90,50,55,-58,62,-65,65,55,65,120,AUS
Grizzly’s #2,2018-11-18,male,Tavian Porter,48.60,21,24,26,26,28,32,26,32,58,AUS
Grizzly’s #2,2018-11-18,male,Jacob Stanesby,29.50,16,18,20,25,27,28,20,28,48,AUS
Grizzly’s #2,2018-11-18,male,Noah Russell,57.90,48,50,55,68,73,-75,55,73,128,AUS
Grizzly’s #2,2018-11-18,male,Connor Walton,59.60,33,-38,39,38,41,45,39,45,84,AUS
Grizzly’s #2,2018-11-18,male,Chris Tingley,60.60,30,33,35,40,43,-45,35,43,78,AUS
Grizzly’s #2,2018-11-18,male,Jason Ager,66.80,95,100,-105,120,126,-132,100,126,226,AUS
Grizzly’s #2,2018-11-18,male,William Forward,76.40,63,67,70,80,85,-90,70,85,155,AUS
Grizzly’s #2,2018-11-18,male,Joel Gregson,87.90,123,127,-130,160,-165,166,127,166,293,AUS
Grizzly’s #2,2018-11-18,male,Dusty Miller,88.40,78,-81,-82,98,102,-104,78,102,180,AUS
Grizzly’s #2,2018-11-18,male,Samu Banyai,92.20,106,-110,110,123,127,-130,110,127,237,AUS
Grizzly’s #2,2018-11-18,male,Brendan Kennedy,92.00,85,88,91,109,-113,-116,91,109,200,AUS
Grizzly’s #2,2018-11-18,male,Ilan Josephs,109.10,92,-98,-98,,,,92,0,0,AUS
