event,date,gender,lifter,body_weight_(kg),snatch_lift_1,snatch_lift_2,snatch_lift_3,c&j_lift_1,c&j_lift_2,c&j_lift_3,best_snatch,best_c&j,total
1st Online International Weightlifting Cup,2020-08-28,female,Eileen Cikamatana,80.98,105,110,115,135,-145,145,115,145,260,AUS
1st Online International Weightlifting Cup,2020-08-28,male,Matthew Lydement,108.62,150,156,162,173,179,184,162,184,346,AUS
